"Record Number","Record Type","License Name","Address","Expiration Date","Status","Notes","Disciplinary Action",
"AU-G-C-000771","Class C Marihuana Grower - License","Vassar Tech Farms, LLC","4855 Oak RD Suite B, Vassar MI 48768","06/17/2024","License Void",,,
"AU-G-C-000770","Class C Marihuana Grower - License","Vassar Tech Farms, LLC","4855 Oak RD Suite B, Vassar MI 48768","06/17/2024","License Void",,,
"AU-G-C-000767","Class C Marihuana Grower - License","Vassar Tech Farms, LLC","4855 Oak RD Suite B, Vassar MI 48768","06/17/2024","License Void",,,
"AU-G-C-000855","Class C Marihuana Grower - License","Free Reign, LLC","23748 Amber AVE, Warren MI 48089","06/16/2026","Active",,"Public Documents Available",
"AU-G-C-000839","Class C Marihuana Grower - License","Space Labs Michigan","10310 Harvest PARK, Dimondale MI 48821","06/15/2026","Active",,"Public Documents Available",
"AU-G-C-000838","Class C Marihuana Grower - License","Space Labs Michigan","10310 Harvest PARK, Dimondale MI 48821","06/15/2026","Active",,"Public Documents Available",
"AU-G-C-000830","Class C Marihuana Grower - License","Holland Farms, LLC","560 E Huron RD, Omer MI 48749","06/15/2025","License Void",,,
"AU-G-C-000865","Class C Marihuana Grower - License","The Hempire Collective","10147 N Loomis RD, Clare MI 48617","08/18/2026","Active",,,
"AU-G-C-000808","Class C Marihuana Grower - License","Nature's Pure Essentials","3792 Crooked Creek DR, Vassar MI 48768","06/15/2026","Active",,,
"AU-G-C-000812","Class C Marihuana Grower - License","Sweet Cut Grow, LLC","4120 S Sprinkle RD, Kalamazoo MI 49001","06/14/2026","Active",,,
"AU-G-C-000813","Class C Marihuana Grower - License","Sweet Cut Grow, LLC","4120 S Sprinkle RD, Kalamazoo MI 49001","06/14/2026","Active",,,
"AU-G-C-000811","Class C Marihuana Grower - License","Sweet Cut Grow, LLC","4120 S Sprinkle RD, Kalamazoo MI 49001","06/14/2026","Active",,,
"AU-G-C-000809","Class C Marihuana Grower - License","Private Stock Cannabis","21445 Hoover RD Suite 220, Warren MI 48089","06/13/2024","License Void",,,
"AU-G-C-000894","Class C Marihuana Grower - License","Nuggets Company LLC","738 E Kalamazoo ST, Lansing MI 48912","06/13/2026","Active",,,
"AU-G-C-000764","Class C Marihuana Grower - License","MLL Schoenherr, Inc.","23133 Schoenherr RD, Warren MI 48089","06/06/2025","License Void",,"Public Documents Available",
"AU-G-C-000819","Class C Marihuana Grower - License","Regency Specialties Inc.","23685 Regency PARK, Warren MI 48089","06/10/2023","License Void",,"Public Documents Available",
"AU-G-C-000818","Class C Marihuana Grower - License","Regency Specialties Inc.","23685 Regency PARK, Warren MI 48089","06/10/2026","Active",,"Public Documents Available",
"AU-G-C-000817","Class C Marihuana Grower - License","Regency Specialties Inc.","23685 Regency PARK, Warren MI 48089","06/10/2026","Active",,"Public Documents Available",
"AU-G-C-000816","Class C Marihuana Grower - License","Regency Specialties Inc.","23685 Regency PARK, Warren MI 48089","06/10/2026","Active",,"Public Documents Available",
"AU-G-C-000815","Class C Marihuana Grower - License","Pinebrook Warren, LLC","521 E Mosel AVE Suite B, Kalamazoo MI 49004","05/05/2026","Active",,,
"AU-G-C-000796","Class C Marihuana Grower - License","305 Farms","3050 Crandall PKWY, Lawrence MI 49064","06/01/2025","License Void",,"Public Documents Available",
"AU-G-C-000797","Class C Marihuana Grower - License","305 Farms","3050 Crandall PKWY, Lawrence MI 49064","06/01/2025","License Void",,"Public Documents Available",
"AU-G-C-000848","Class C Marihuana Grower - License","Glacier","20275 Bethel Church RD, Manchester MI 48158","04/08/2026","Active",,,
"AU-G-C-000769","Class C Marihuana Grower - License","ReLeaf Farms LLC","4855 Oak RD Suite A, Vassar MI 48768","06/06/2024","License Void",,,
"AU-G-C-000768","Class C Marihuana Grower - License","ReLeaf Farms LLC","4855 Oak RD Suite A, Vassar MI 48768","06/06/2024","License Void",,,
"AU-G-C-000763","Class C Marihuana Grower - License","MLL Schoenherr, Inc.","23133 Schoenherr RD, Warren MI 48089","06/06/2025","License Void",,"Public Documents Available",
"AU-G-C-000824","Class C Marihuana Grower - License","Fawn River Cultivation Company, LLC","621 Industrial DR, Constantine MI 49042","03/03/2025","License Void",,,
"AU-G-C-000823","Class C Marihuana Grower - License","Fawn River Cultivation Company, LLC","621 Industrial DR, Constantine MI 49042","03/03/2026","Active",,,
"AU-G-C-000844","Class C Marihuana Grower - License","Agronomos, LLC","2520 22nd ST, Detroit MI 48216","06/03/2026","Active",,,
"AU-G-C-000776","Class C Marihuana Grower - License","Vandalia Organics","16785 Donnell Lake ST, Vandalia MI 49095","06/02/2023","License Void",,,
"AU-G-C-000775","Class C Marihuana Grower - License","Vandalia Organics","16785 Donnell Lake ST, Vandalia MI 49095","06/02/2023","License Void",,,
"AU-G-C-000774","Class C Marihuana Grower - License","Vandalia Organics","16785 Donnell Lake ST, Vandalia MI 49095","06/02/2024","License Void",,,
"AU-G-C-000795","Class C Marihuana Grower - License","305 Farms","3050 Crandall PKWY, Lawrence MI 49064","06/01/2025","License Void",,"Public documents available",
"AU-G-C-000794","Class C Marihuana Grower - License","305 Farms","3050 Crandall PKWY, Lawrence MI 49064","06/01/2025","License Void",,"Public Documents Available",
"AU-G-C-000773","Class C Marihuana Grower - License","Vandalia Organics","16785 Donnell Lake ST, Vandalia MI 49095","06/02/2024","License Void",,,
"AU-G-C-000772","Class C Marihuana Grower - License","Vandalia Organics","16785 Donnell Lake ST, Vandalia MI 49095","06/02/2026","Active",,"Public Documents Available",
"AU-G-C-000761","Class C Marihuana Grower - License","LaHaze Cannabis Company","602 Myrton M Riggs DR, Cheboygan MI 49721","06/02/2026","Active",,"Public Documents Available",
"AU-G-C-000793","Class C Marihuana Grower - License","305 Farms","3050 Crandall PKWY, Lawrence MI 49064","06/01/2025","License Void",,"Public documents available",
"AU-G-C-000831","Class C Marihuana Grower - License","Doghouse Supreme Cannabis","9818 Grinnell ST, Detroit MI 48213","05/18/2026","Active",,"Public Documents Available",
"AU-G-C-000807","Class C Marihuana Grower - License","Total Health Cultivation, LLC","3055 E Bristol RD, Burton MI 48529","05/06/2024","License Void",,"Public Documents Available",
"AU-G-C-000785","Class C Marihuana Grower - License","Weedys","554 S Center ST, Adrian MI 49221","12/21/2025","Active",,,
"AU-G-C-000744","Class C Marihuana Grower - License","Wise Guys Farms LLC","8747 E Pere Marquette RD, Clare MI 48617","07/29/2023","License Void",,,
"AU-G-C-000745","Class C Marihuana Grower - License","Wise Guys Farms LLC","8747 E Pere Marquette RD, Clare MI 48617","07/29/2023","License Void",,,
"AU-G-C-000746","Class C Marihuana Grower - License","Wise Guys Farms LLC","8747 E Pere Marquette RD, Clare MI 48617","07/29/2023","License Void",,,
"AU-G-C-000798","Class C Marihuana Grower - License","Highway Horticulture Cassopolis","980 E State ST, Cassopolis MI 49031","06/18/2024","License Void",,,
"AU-G-C-000799","Class C Marihuana Grower - License","Highway Horticulture Cassopolis","980 E State ST, Cassopolis MI 49031","06/18/2023","License Void",,,
"AU-G-C-000750","Class C Marihuana Grower - License","Highway Horticulture Cassopolis","980 E State ST, Cassopolis MI 49031","06/18/2026","Active",,,
"AU-G-C-000800","Class C Marihuana Grower - License","Highway Horticulture Cassopolis","980 E State ST, Cassopolis MI 49031","06/18/2026","Active",,,
"AU-G-C-000791","Class C Marihuana Grower - License","Denver Cole Farms, LLC","500 Industrial Park DR, Bangor MI 49013","05/24/2026","Active",,"Public Documents Available",
"AU-G-C-000783","Class C Marihuana Grower - License","DKB2, LLC","32900 Dequindre RD Suite B, Warren MI 48092","05/19/2025","License Void",,"Public Documents Available",
"AU-G-C-000825","Class C Marihuana Grower - License","Doghouse Supreme Cannabis","9818 Grinnell ST, Detroit MI 48213","05/18/2026","Active",,"Public Documents Available",
"AU-G-C-000784","Class C Marihuana Grower - License","Blue Rain Firm, Inc.","417 Maple ST, Kalkaska MI 49646","05/18/2026","Active",,"Public Documents Available",
"AU-G-C-000760","Class C Marihuana Grower - License","Brothers Cole, Inc.","52558 Burlington RD, Marcellus MI 49067","05/16/2023","License Void",,,
"AU-G-C-000790","Class C Marihuana Grower - License","420 Medz, LLC","8505 E County Line RD, Coleman MI 48618","05/10/2025","License Void",,"Public Documents Available",
"AU-G-C-000757","Class C Marihuana Grower - License","Special Blend Gardens","21445 Hoover RD Suite 223, Warren MI 48089","05/12/2026","Active",,,
"AU-G-C-000804","Class C Marihuana Grower - License","MI Matador, LLC","5590 Enterprise CT, Warren MI 48092","05/11/2023","License Void",,,
"AU-G-C-000766","Class C Marihuana Grower - License","Five Lakes Made LLC","831 Wealthy SW ST Suite B, Grand Rapids MI 49504","05/11/2026","Active",,"Public Documents Available",
"AU-G-C-000789","Class C Marihuana Grower - License","420 Medz, LLC","8505 E County Line RD, Coleman MI 48618","05/10/2023","License Void",,,
"AU-G-C-000788","Class C Marihuana Grower - License","420 Medz, LLC","8505 E County Line RD, Coleman MI 48618","05/10/2023","License Void",,,
"AU-G-C-000756","Class C Marihuana Grower - License","Central Coast Horticultural LLC","15297 Howard RD, Hanover MI 49241","02/24/2025","License Void",,,
"AU-G-C-000786","Class C Marihuana Grower - License","420 Medz, LLC","8505 E County Line RD, Coleman MI 48618","05/10/2023","License Void",,,
"AU-G-C-000787","Class C Marihuana Grower - License","420 Medz, LLC","8505 E County Line RD, Coleman MI 48618","05/10/2023","License Void",,"Public Documents Available",
"AU-G-C-000778","Class C Marihuana Grower - License","Hi Hills","24993 County Road 665, Bloomingdale MI 49026","05/10/2026","Active",,,
"AU-G-C-000779","Class C Marihuana Grower - License","Hi Hills","24993 County Road 665, Bloomingdale MI 49026","05/10/2026","Active",,,
"AU-G-C-000780","Class C Marihuana Grower - License","Hi Hills","24993 County Road 665, Bloomingdale MI 49026","05/10/2024","License Void",,,
"AU-G-C-000781","Class C Marihuana Grower - License","Hi Hills","24993 County Road 665, Bloomingdale MI 49026","05/10/2024","License Void",,,
"AU-G-C-000782","Class C Marihuana Grower - License","Hi Hills","24993 County Road 665, Bloomingdale MI 49026","05/10/2024","License Void",,,
"AU-G-C-000762","Class C Marihuana Grower - License","Bow House","2100 S Washington AVE Suite 53C, Lansing MI 48910","05/06/2026","Active",,"Public Documents Available",
"AU-G-C-000737","Class C Marihuana Grower - License","Yellow Mouse Elite Cannabis","8565 M37 HWY, HASTINGS MI 49058","05/05/2024","License Void",,"Public Documents Available",
"AU-G-C-000777","Class C Marihuana Grower - License","Boxer Enterprises, LLC","23640 Pinewood ST, Warren MI 48091","05/04/2026","Active",,,
"AU-G-C-000721","Class C Marihuana Grower - License","RedFox Cannabis","21445 Hoover RD Suite 216, Warren MI 48089","05/03/2026","Active",,"Public Documents Available",
"AU-G-C-000742","Class C Marihuana Grower - License","Wolverine-Buckeye Enterprises, LLC","415 Hammontree DR, Morenci MI 49256","04/28/2026","Active",,"Public Documents Available",
"AU-G-C-000725","Class C Marihuana Grower - License","ADAMS FAMILY FARMS, LLC","8100 S Broadway, HASTINGS MI 49058","10/14/2026","Active",,"Public Documents Available",
"AU-G-C-000724","Class C Marihuana Grower - License","ADAMS FAMILY FARMS, LLC","8100 S Broadway, HASTINGS MI 49058","10/14/2026","Active",,"Public Documents Available",
"AU-G-C-000741","Class C Marihuana Grower - License","Wolverine-Buckeye Enterprises, LLC","415 Hammontree DR, Morenci MI 49256","04/28/2026","Active",,"Public Documents Available",
"AU-G-C-000759","Class C Marihuana Grower - License","Kenney Pros, LLC","1978 Kenney AVE, Warren MI 48091","04/26/2026","Active",,"Public documents available",
"AU-G-C-000735","Class C Marihuana Grower - License","High Peak Farms, LLC","11801 Smugglers Pass RD, Frederic MI 49733","08/17/2026","Active",,,
"AU-G-C-000736","Class C Marihuana Grower - License","High Peak Farms LLC","11801 Smugglers Pass RD, Frederic MI 49733","08/17/2026","Active",,,
"AU-G-C-000738","Class C Marihuana Grower - License","Elysium Cultivation","24250 Mound RD, Warren MI 48091","12/17/2025","Active",,,
"AU-G-C-000720","Class C Marihuana Grower - License","HRS Agriculture LLC","2300 E Ten Mile RD, Warren MI 48091","04/19/2026","Active",,"Public Documents Available",
"AU-G-C-000728","Class C Marihuana Grower - License","Biogold, LLC","711 White Oak ST, Decatur MI 49045","04/22/2026","Active",,,
"AU-G-C-000734","Class C Marihuana Grower - License","Northwoods Cannabis","2051 Traversefield DR, Traverse City MI 49686","03/15/2026","Active",,,
"AU-G-C-000749","Class C Marihuana Grower - License","Emerald Mountain Labs, LLC","21445 Hoover RD Suite 316, Warren MI 48089","10/26/2026","Active",,"Public Documents Available",
"AU-G-C-000752","Class C Marihuana Grower - License","Apex Regional Farms, LLC","10675 E US 10, Chase MI 49623","04/21/2023","License Void",,,
"AU-G-C-000755","Class C Marihuana Grower - License","Comco Wellness","12584 Wooden RD Bldg 2, Jonesville MI 49250","03/02/2023","License Void",,,
"AU-G-C-000754","Class C Marihuana Grower - License","Comco Wellness","12584 Wooden RD Bldg 2, Jonesville MI 49250","03/02/2023","License Void",,,
"AU-G-C-000753","Class C Marihuana Grower - License","Bodega Farms","420 Harrison ST, Bay City MI 48708","04/19/2026","Active",,,
"AU-G-C-000729","Class C Marihuana Grower - License","Primo Danks","2830 Full Circle DR, Kalamazoo MI 49001","04/19/2026","Active",,"Public Documents Available",
"AU-G-C-000718","Class C Marihuana Grower - License","HRS Agriculture LLC","2300 E Ten Mile RD, Warren MI 48091","04/19/2026","Active",,"Public Documents Available",
"AU-G-C-000751","Class C Marihuana Grower - License","Apex Regional Farms, LLC","10675 E US 10, Chase MI 49623","04/18/2025","License Void",,,
"AU-G-C-000743","Class C Marihuana Grower - License","Apex Regional Farms, LLC","10675 E US 10, Chase MI 49623","04/18/2026","Active",,"Public documents available",
"AU-G-C-000739","Class C Marihuana Grower - License","Tango Jack","40390 Production DR Suite A,B,C,D, Harrison Township MI 48045","08/25/2023","License Void",,"Public Documents Available",
"AU-G-C-000711","Class C Marihuana Grower - License","Need to Heal Farms","1255 Falahee RD Suite 3, Jackson MI 49203","04/15/2026","Active",,"Public Documents Available",
"AU-G-C-000748","Class C Marihuana Grower - License","OakPharma LLC","1750 E South ST, Owosso MI 48867","07/23/2024","License Void",,,
"AU-G-C-000740","Class C Marihuana Grower - License","Amsterdam Cultivation LLC","19157 E Michigan AVE, Marshall MI 49068","04/13/2026","Active",,"Public Documents Available",
"AU-G-C-000712","Class C Marihuana Grower - License","Amsterdam Cultivation LLC","19157 E Michigan AVE, Marshall MI 49068","04/13/2026","Active",,"Public Documents Available",
"AU-G-C-000733","Class C Marihuana Grower - License","Green Goat Cannabis","551 Young AVE, Muskegon MI 49441","04/08/2026","Active",,,
"AU-G-C-000695","Class C Marihuana Grower - License","High Grade Michigan","701 E South ST Suite 150, Lansing MI 48910","04/07/2026","Active",,,
"AU-G-C-000696","Class C Marihuana Grower - License","High Grade Michigan","701 E South ST Suite 150, Lansing MI 48910","04/07/2026","Active",,,
"AU-G-C-000694","Class C Marihuana Grower - License","High Grade Michigan","701 E South ST Suite 150, Lansing MI 48910","04/07/2026","Active",,,
"AU-G-C-000707","Class C Marihuana Grower - License","Arwen, LLC","901 Wayne ST Suite 23, Niles MI 49120","04/07/2026","Active",,,
"AU-G-C-000692","Class C Marihuana Grower - License","High Grade Michigan","701 E South ST Suite 150, Lansing MI 48910","04/07/2026","Active",,,
"AU-G-C-000693","Class C Marihuana Grower - License","High Grade Michigan","701 E South ST Suite 150, Lansing MI 48910","04/07/2026","Active",,,
"AU-G-C-000708","Class C Marihuana Grower - License","Arwen, LLC","901 Wayne ST Suite 23, Niles MI 49120","04/07/2023","License Void",,,
"AU-G-C-000713","Class C Marihuana Grower - License","The Plant Factory","1405 Diamond Reo Way, Lansing MI 48910","04/06/2026","Active",,,
"AU-G-C-000723","Class C Marihuana Grower - License","Pure Coast Veganics","12504 S 42nd ST, Fulton MI 49052","04/05/2026","Active",,,
"AU-G-C-000722","Class C Marihuana Grower - License","Gardeners Corner","12504 S 42nd ST, Fulton MI 49052","04/05/2026","Active",,"Public Documents Available",
"AU-G-C-000704","Class C Marihuana Grower - License","Levit8","111 Enterprise DR, Reading MI 49274","03/31/2026","Active",,,
"AU-G-C-000719","Class C Marihuana Grower - License","EVMI LLC","700 N Main ST Suite A, Chesaning MI 48616","03/31/2024","License Void",,"Public Documents Available",
"AU-G-C-000683","Class C Marihuana Grower - License","Michigan Roots CC","8799 Pulaski RD, Concord MI 49237","03/30/2026","Active",,"Public Documents Available",
"AU-G-C-000727","Class C Marihuana Grower - License","Galenas Michigan, LLC","118 Alvord RD, Camden MI 49232","12/10/2022","License Void",,,
"AU-G-C-000726","Class C Marihuana Grower - License","Galenas Michigan, LLC","118 Alvord RD, Camden MI 49232","12/10/2022","License Void",,,
"AU-G-C-000714","Class C Marihuana Grower - License","Green Stop, LLC","3725 Commerce Street, Jackson MI 49203","03/25/2026","Active",,,
"AU-G-C-000716","Class C Marihuana Grower - License","Madhaus LLC","21445 Hoover RD Suite 210, Warren MI 48089","03/24/2026","Active",,"Public Documents Available",
"AU-G-C-000732","Class C Marihuana Grower - License","Michigan Aspire II, LLC","21535 Hoover RD, Warren MI 48089","10/05/2026","Active",,,
"AU-G-C-000731","Class C Marihuana Grower - License","Michigan Aspire II, LLC","21535 Hoover RD, Warren MI 48089","10/05/2026","Active",,,
"AU-G-C-000688","Class C Marihuana Grower - License","Dancing Bear Cannabis","206 E Park DR, Kalkaska MI 49646","03/17/2026","Active",,"Public Documents Available",
"AU-G-C-000710","Class C Marihuana Grower - License","Boreal Cannabis","170 E State Highway M35, Gwinn MI 49841","03/17/2026","Active",,,
"AU-G-C-000687","Class C Marihuana Grower - License","Northwoods Cannabis","2051 Traversefield DR, Traverse City MI 49686","03/15/2026","Active",,,
"AU-G-C-000706","Class C Marihuana Grower - License","Faded Acres LLC","3624 Quade HWY, Rogers City MI 49779","03/09/2025","License Void",,,
"AU-G-C-000705","Class C Marihuana Grower - License","Leela Herb Company","406 S Park DR, Kalkaska MI 49646","03/07/2026","Active",,"Public Documents Available",
"AU-G-C-000701","Class C Marihuana Grower - License","Level Up Investments II, LLC","21001 Groesbeck HWY Suite D, Warren MI 48089","03/01/2025","License Void",,,
"AU-G-C-000686","Class C Marihuana Grower - License","Six Labs","795 Eden WAY Suite A, Chesaning MI 48616","05/07/2026","Active",,,
"AU-G-C-000674","Class C Marihuana Grower - License","Great Lakes Natural Solutions LLC","265 CRANDALL PKWY, Village of Lawrence MI 49064","03/03/2026","Active",,,
"AU-G-C-000702","Class C Marihuana Grower - License","Fawn River Cultivation Company LLC","621 Industrial DR, Constantine MI 49042","03/03/2026","Active",,,
"AU-G-C-000703","Class C Marihuana Grower - License","Fawn River Cultivation Company LLC","621 Industrial DR, Constantine MI 49042","03/03/2026","Active",,,
"AU-G-C-000700","Class C Marihuana Grower - License","Level Up Investments II, LLC","21033 Groesbeck HWY, Warren MI 48089","03/01/2025","License Void",,,
"AU-G-C-000699","Class C Marihuana Grower - License","Level Up Investments II, LLC","21033 Groesbeck HWY, Warren MI 48089","03/01/2025","License Void",,,
"AU-G-C-000698","Class C Marihuana Grower - License","Level Up Investments II, LLC","21033 Groesbeck HWY, Warren MI 48089","03/01/2026","Active",,,
"AU-G-C-000690","Class C Marihuana Grower - License","Green Michigan USA LLC","4141 N 7 Mile RD, Pinconning MI 48650","03/01/2026","Active",,,
"AU-G-C-000709","Class C Marihuana Grower - License","Northern Michigan Community Enterprises, LLC","1701 Marquette AVE, Bay City MI 48706","02/28/2026","Active",,,
"AU-G-C-000671","Class C Marihuana Grower - License","Strobel Farms","35731 38th AVE, Paw Paw MI 49079","07/26/2026","Active",,"Public Documents Available",
"AU-G-C-000673","Class C Marihuana Grower - License","Strobel Farms","35731 38th AVE, Paw Paw MI 49079","07/26/2026","Active",,"Public Documents Available",
"AU-G-C-000672","Class C Marihuana Grower - License","Strobel Farms","35731 38th AVE, Paw Paw MI 49079","07/26/2026","Active",,"Public Documents Available",
"AU-G-C-000677","Class C Marihuana Grower - License","WCR Development LLC","2611 Nodular DR, Saginaw MI 48601","02/25/2026","Active",,,
"AU-G-C-000682","Class C Marihuana Grower - License","Aspen Extreme, LLC","26403 Groesbeck HWY, Warren MI 48089","02/24/2026","Active",,,
"AU-G-C-000689","Class C Marihuana Grower - License","Agro Tek of Michigan Inc","1160 E Pinconning RD, Pinconning MI 48650","02/24/2026","Active",,,
"AU-G-C-000697","Class C Marihuana Grower - License","Noman Investments, LLC","27040 Gloede DR, Warren MI 48088","02/22/2024","License Void",,,
"AU-G-C-000684","Class C Marihuana Grower - License","Golden Harvests LLC","333 Morton ST, Bay City MI 48706","08/10/2026","Active",,"Public Documents Available",
"AU-G-C-000680","Class C Marihuana Grower - License","Evolution Grow Company","1060 River Road West, Battle Creek MI 49037","02/10/2024","License Void",,,
"AU-G-C-000685","Class C Marihuana Grower - License","Skye Farms, LLC","811 Broadus ST, Sturgis MI 49091","02/09/2023","License Void",,,
"AU-G-C-000681","Class C Marihuana Grower - License","Blue Sapphire Enterprises, LLC","41775 Production DR, Harrison Township MI 48045","02/02/2026","Active",,,
"AU-G-C-000666","Class C Marihuana Grower - License","Voltano LLC","15403 Sharon RD Suite E, Chesaning MI 48616","01/31/2025","License Void",,,
"AU-G-C-000662","Class C Marihuana Grower - License","Apollo Organics Inc.","1401 E Stewart AVE, Flint MI 48505","01/27/2026","Active",,,
"AU-G-C-000665","Class C Marihuana Grower - License","Voyage Bloom Enterprises, LLC","9394 N Saginaw RD, Mt. Morris MI 48458","01/25/2026","Active",,,
"AU-G-C-000655","Class C Marihuana Grower - License","Diamond Cut Farms 2, LLC","3712 Patterson RD, Bay City MI 48706","01/21/2026","Active",,,
"AU-G-C-000663","Class C Marihuana Grower - License","The Coast, LLC","840 W Huron RD, Omer MI 48749","01/20/2026","Active",,"Public Documents Available",
"AU-G-C-000675","Class C Marihuana Grower - License","Muskegon Grow Co.","1922 Park ST Suite B, Muskegon MI 49441","01/18/2026","Active",,,
"AU-G-C-000676","Class C Marihuana Grower - License","Muskegon Grow Co.","1922 Park ST Suite B, Muskegon MI 49441","01/18/2026","Active",,,
"AU-G-C-000653","Class C Marihuana Grower - License","2449 Two Mile LLC","2449 2 Mile RD, Bay City MI 48706","10/27/2022","License Void",,,
"AU-G-C-000652","Class C Marihuana Grower - License","2449 Two Mile LLC","2449 2 Mile RD, Bay City MI 48706","10/27/2026","Active",,,
"AU-G-C-000669","Class C Marihuana Grower - License","Bullit + Budz","3660 Patterson RD Bldg D, Bay City MI 48706","12/30/2025","License Void",,"Public Documents Available",
"AU-G-C-000670","Class C Marihuana Grower - License","Great Lake Leaf LLC","3376 E Bristol RD, Burton MI 48529","12/28/2026","Active",,,
"AU-G-C-000635","Class C Marihuana Grower - License","BE Cultivation","870 Labar DR, Cassopolis MI 49031","12/27/2024","License Void",,,
"AU-G-C-000634","Class C Marihuana Grower - License","BE Cultivation","870 Labar DR, Cassopolis MI 49031","12/27/2024","License Void",,,
"AU-G-C-000633","Class C Marihuana Grower - License","BE Cultivation","870 Labar DR, Cassopolis MI 49031","12/27/2025","Active",,,
"AU-G-C-000632","Class C Marihuana Grower - License","BE Cultivation","870 Labar DR, Cassopolis MI 49031","12/27/2025","Active",,,
"AU-G-C-000631","Class C Marihuana Grower - License","BE Cultivation","870 Labar DR, Cassopolis MI 49031","12/27/2025","Active",,,
"AU-G-C-000667","Class C Marihuana Grower - License","PMT Cultivation, Inc.","2609 N Burdick ST, Kalamazoo MI 49007","12/27/2026","Active",,,
"AU-G-C-000660","Class C Marihuana Grower - License","Weedys","554 S Center ST, Adrian MI 49221","12/21/2025","Active",,,
"AU-G-C-000627","Class C Marihuana Grower - License","Hammon Tree Growers, LLC","515 Hammontree DR, Morenci MI 49256","12/28/2022","License Void",,,
"AU-G-C-000644","Class C Marihuana Grower - License","Starzz Cannabis","14500 LAPLAISANCE RD Unit A10-A40, Monroe MI 48161","10/11/2023","License Void",,,
"AU-G-C-000668","Class C Marihuana Grower - License","Elysium Cultivation","24250 Mound RD, Warren MI 48091","12/17/2025","Active",,"Public Documents Available",
"AU-G-C-000630","Class C Marihuana Grower - License","Sunrise Mountain Manufacturing, LLC","324 S Hosmer ST Suite A, Lansing MI 48912","05/21/2026","Active",,"Public Documents Available",
"AU-G-C-000621","Class C Marihuana Grower - License","Exclusive Lansing","1520 E Cavanaugh Suite 2, Lansing MI 48910","11/18/2023","License Void",,,
"AU-G-C-000616","Class C Marihuana Grower - License","Huron Garden","420 S 2nd ST, Harrisville MI 48740","12/14/2023","License Void",,,
"AU-G-C-000639","Class C Marihuana Grower - License","Adrian Elite Cultivation, LLC","1060 Railroad AVE, Adrian MI 49221","12/10/2022","License Void",,,
"AU-G-C-000638","Class C Marihuana Grower - License","Adrian Elite Cultivation, LLC","1060 Railroad AVE, Adrian MI 49221","12/10/2022","License Void",,,
"AU-G-C-000649","Class C Marihuana Grower - License","Galenas Michigan, LLC","118 Alvord RD, Camden MI 49232","12/10/2025","Active",,"Public Documents Available",
"AU-G-C-000656","Class C Marihuana Grower - License","Greenshift LLC","2125 Riggs AVE, Warren MI 48091","12/06/2026","Active",,,
"AU-G-C-000654","Class C Marihuana Grower - License","CannaDMG LLC","251 N Pine ST, Breedsville MI 49027","12/02/2026","Active",,,
"AU-G-C-000629","Class C Marihuana Grower - License","Giving Tree Gardens","540 S Center ST, Adrian MI 49221","11/24/2026","Active",,"Public Documents Available",
"AU-G-C-000614","Class C Marihuana Grower - License","UNLOC Gardens, LLC","25907 Trowbridge ST, Inkster MI 48141","11/24/2026","Active",,,
"AU-G-C-000615","Class C Marihuana Grower - License","UNLOC Gardens, LLC","25907 Trowbridge ST, Inkster MI 48141","11/24/2026","Active",,,
"AU-G-C-000648","Class C Marihuana Grower - License","GROESBECK PROS INC.","25300 Groesbeck HWY, Warren MI 48089","11/24/2026","Active",,,
"AU-G-C-000647","Class C Marihuana Grower - License","GROESBECK PROS INC.","25300 Groesbeck HWY, Warren MI 48089","11/24/2026","Active",,,
"AU-G-C-000646","Class C Marihuana Grower - License","GROESBECK PROS INC.","25300 Groesbeck HWY, Warren MI 48089","11/24/2026","Active",,,
"AU-G-C-000617","Class C Marihuana Grower - License","Green Standard Cultivation, LLC","1301 West Dresser DR, Sturgis MI 49091","09/25/2024","License Void",,,
"AU-G-C-000640","Class C Marihuana Grower - License","FRESHY FINE","4273 E Holland RD Suite G, Buena Vista MI 48601","11/15/2026","Active",,,
"AU-G-C-000620","Class C Marihuana Grower - License","Michigrown","351 W Laketon AVE, Muskegon MI 49441","12/11/2026","Active",,"Public Documents Available",
"AU-G-C-000566","Class C Marihuana Grower - License","Rooted Cannabis","50405 28th AVE, Bangor MI 49013","11/12/2026","Active",,,
"AU-G-C-000565","Class C Marihuana Grower - License","Rooted Cannabis","50405 28th AVE, Bangor MI 49013","11/12/2026","Active",,,
"AU-G-C-000564","Class C Marihuana Grower - License","Rooted Cannabis","50405 28th AVE, Bangor MI 49013","11/12/2026","Active",,,
"AU-G-C-000563","Class C Marihuana Grower - License","Rooted Cannabis","50405 28th AVE, Bangor MI 49013","11/12/2026","Active",,,
"AU-G-C-000562","Class C Marihuana Grower - License","Rooted Cannabis","50405 28th AVE, Bangor MI 49013","11/12/2026","Active",,,
"AU-G-C-000637","Class C Marihuana Grower - License","Total Health Cultivation, LLC","3055 East Bristol RD, Burton MI 48529","05/06/2022","License Void",,,
"AU-G-C-000641","Class C Marihuana Grower - License","Area Capital, LLC","2 Johnson CT, Bay City MI 48708","11/10/2024","License Void",,"Public Documents Available",
"AU-G-C-000642","Class C Marihuana Grower - License","Area Capital LLC","2 Johnson CT, Bay City MI 48708","11/10/2024","License Void",,,
