"Record Number","Record Type","Licensee Name","Address","Expiration Date","Status","Home Delivery","Disciplinary Action",
"PC-000392","Provisioning Center - License","Skymint","822 E Front ST, Traverse City MI 49686","10/18/2023","Closed","Approved",,
"PC-000399","Provisioning Center - License","Lume Cannabis Co.","738 S Main ST, Adrian MI 49221","10/22/2026","Active","Approved",,
"PC-000390","Provisioning Center - License","Ascend Cannabis Group","24363 Grand River AVE, Detroit MI 48219","07/29/2024","Closed","Approved","Public Documents Available",
"PC-000204","Provisioning Center - License","Information Entropy I(X5)","1115 Broadway ST, Ann Arbor MI 48105","02/07/2021","Closed","Approved",,
"PC-000367","Provisioning Center - License","High Profile Boutique Cannabis","617 Packard ST, Ann Arbor MI 48104","11/19/2022","Closed","Approved",,
"PC-000364","Provisioning Center - License","Great Lakes Northern Lights, LLC","719 Parsons RD, Traverse City MI 49686","02/06/2021","Closed",,,
"PC-000371","Provisioning Center - License","Oz Cannabis","16829 Harper AVE, Detroit MI 48224","02/05/2023","Closed","Approved",,
"PC-000206","Provisioning Center - License","The Flower Pot","4347 Page AVE, Michigan Center MI 49254","02/03/2025","Closed",,"Public Documents Available",
"PC-000377","Provisioning Center - License","Canna Vista Wellness","120 E Front ST, Buchanan MI 49107","01/31/2024","Closed","Approved",,
"PC-000383","Provisioning Center - License","Green Koi Douglas","435 Blue Star HWY Suite A & B, Douglas MI 49406","01/29/2024","Closed","Approved",,
"PC-000325","Provisioning Center - License","Fire Creek Bay City","3895 N Euclid AVE, Bay City MI 48706","01/28/2023","Closed",,"Public Documents Available",
"PC-000379","Provisioning Center - License","Greencare Provisioning Center","10880 W Jefferson ST, River Rouge MI 48218","01/28/2023","Closed","Approved","Public Documents Available",
"PC-000368","Provisioning Center - License","Cookies Detroit","6030 E 8 Mile RD, Detroit MI 48324","07/30/2025","Closed","Approved","Public Documents Available",
"PC-000354","Provisioning Center - License","Curaleaf","1986 South Sprinkle RD, Kalamazoo MI 49048","06/07/2024","Closed","Approved","Public Documents Available",
"PC-000393","Provisioning Center - License","Breeze USA","24517 John R RD, Hazel Park MI 48030","08/16/2023","Closed",,"Public Documents Available",
"PC-000381","Provisioning Center - License","Pure Roots LLC","3430 Washtenaw AVE, Ann Arbor MI 48104","01/17/2023","Closed","Approved",,
"PC-000042","Provisioning Center - License","Cross Street Shop","513 W Cross ST, Ypsilanti MI 48197","01/17/2023","Closed",,"Public Documents Available",
"PC-000257","Provisioning Center - License","HG Lansing, LLC","2157 S. Mission ST Suite D & E, Mt. Pleasant MI 48858","04/25/2021","Closed",,,
"PC-000386","Provisioning Center - License","Lume Cannabis Co.","116 N Washington ST, Owosso MI 48867","10/22/2024","Closed","Approved",,
"PC-000088","Provisioning Center - License","House of Dank Ypsilanti","50 Ecorse RD Suite B, Ypsilanti MI 48198","01/14/2023","Closed","Approved","Public Documents Available",
"PC-000266","Provisioning Center - License","Redbud Roots Lab X, Inc.","6669 E M 72, Williamsburg MI 49690","01/13/2023","Closed","Approved",,
"PC-000339","Provisioning Center - License","Stash Detroit","10015 W. Fort ST, Detroit MI 48209","01/13/2022","Closed","Approved","Public Documents Available",
"PC-000315","Provisioning Center - License","Fluresh LLC","1213 Phillips SW AVE, Grand Rapids MI 49507","07/16/2022","Closed","Approved",,
"PC-000282","Provisioning Center - License","Highly Cannaco","752 Munson AVE, Traverse City MI 49686","01/08/2024","Closed","Approved",,
"PC-000080","Provisioning Center - License","The Fire Station Wellness Center","9148 N Dort HWY, Mt. Morris MI 48458","01/08/2023","Closed","Approved","Public Documents Available",
"PC-000373","Provisioning Center - License","Skymint, LLC","4405 West Pierson RD, Flint MI 48504","10/18/2021","Closed","Approved","Public Documents Available",
"PC-000378","Provisioning Center - License","Lume Cannabis Co.","9899 Honor Highway, Honor MI 49640","03/21/2022","Closed","Approved",,
"PC-000308","Provisioning Center - License","Thecalmic LLC","2793 Plymouth RD Suite K, Ann Arbor MI 48105","02/03/2021","Closed","Approved",,
"PC-000295","Provisioning Center - License","Pincanna","786 South Cedar ST, Kalkaska MI 49646","12/23/2023","Closed","Approved","Public Documents Available",
"PC-000366","Provisioning Center - License","Levels of Kalamazoo","4500 W KL AVE, Kalamazoo MI 49006","12/23/2023","Closed",,"Public Documents Available",
"PC-000341","Provisioning Center - License","TeeBZ, LLC","728 E. Front ST, Traverse City MI 49686","12/23/2020","Closed",,,
"PC-000340","Provisioning Center - License","Comco Wellness","11990 Pulaski RD, Hanover MI 49241","02/21/2023","Closed","Approved","Public Documents Available",
"PC-000361","Provisioning Center - License","Harvest of Battle Creek","3769 W. Michigan AVE, Battle Creek MI 49037","12/21/2020","Closed",,,
"PC-000356","Provisioning Center - License","Quality Roots, Inc.","1028 East Michigan AVE, Battle Creek MI 49014","12/18/2022","Closed","Approved",,
"PC-000334","Provisioning Center - License","Great Lakes Natural Remedies Inc","1983 Benzie HWY, Benzonia MI 49616","02/21/2023","Closed - Suspended","Approved","Public Documents Available",
"PC-000346","Provisioning Center - License","Acme Alternative Health, LLC","2074 M 137, Interlochen MI 49643","12/10/2023","Closed",,,
"PC-000306","Provisioning Center - License","Shango Lapeer","224 E Genesee ST, Lapeer MI 48446","12/10/2023","Closed","Approved",,
"PC-000365","Provisioning Center - License","Pinnacle Emporium","1098 East Main ST Suite 1 & 2, Morenci MI 49256","12/09/2021","Closed","Approved","Public Documents Available",
"PC-000353","Provisioning Center - License","The Green Door Baldwin Inc","9116 South M-37, Baldwin MI 49304","12/03/2021","Closed","Approved","Public Documents Available",
"PC-000355","Provisioning Center - License","Curaleaf","14501 Beadle Lake RD, Battle Creek MI 49014","06/07/2023","Closed","Approved","Public Documents Available",
"PC-000187","Provisioning Center - License","Verde Bueno, LLC","9030 N Saginaw Rd Suite 4, Mount Morris MI 48458","02/01/2021","Closed",,,
"PC-000314","Provisioning Center - License","House of Dank 3","2710 Livernois AVE, Detroit MI 48209","11/25/2023","Closed","Approved","Public Documents Available",
"PC-000327","Provisioning Center - License","Canna43","33760 CR 653, Gobles MI 49055","11/20/2021","Closed","Approved",,
"PC-000253","Provisioning Center - License","The Refinery Kalamazoo","3650 Alvan RD, Kalamazoo MI 49001","11/19/2022","Closed","Approved",,
"PC-000358","Provisioning Center - License","20 Past 4","3590 Ann Arbor RD, Jackson MI 49202","11/18/2025","Active - Late Renewal","Approved","Public Documents Available",
"PC-000302","Provisioning Center - License","Highwire Farms","840 South Main ST, Adrian MI 49221","11/08/2022","Closed","Approved","Public Documents Available",
"PC-000359","Provisioning Center - License","Green Peak Industries LLC","1958 South Industrial HWY Suite A and B, Ann Arbor MI 48104","10/18/2020","Closed","Approved",,
"PC-000350","Provisioning Center - License","Med+Leaf","301 W Main ST, Hartford MI 49057","11/01/2026","Active","Approved",,
"PC-000300","Provisioning Center - License","Compassionate Care by Design","4126 Stadium DR, Kalamazoo MI 49008","10/24/2021","Closed","Approved",,
"PC-000351","Provisioning Center - License","Lume Cannabis Co.","3406 Stadium DR, Kalamazoo MI 49008","10/22/2023","Closed","Approved",,
"PC-000335","Provisioning Center - License","DOJA","4203 E Centre AVE, Portage MI 49002","10/16/2022","Closed","Approved","Public Documents Available",
"PC-000347","Provisioning Center - License","High Level Health","327 S. Main ST, Vassar MI 48768","12/07/2021","Closed",,"Public Documents Available",
"PC-000333","Provisioning Center - License","The Cured Leaf","709 S Garfield Avenue, Traverse City MI 49686","10/15/2023","Closed","Approved",,
"PC-000155","Provisioning Center - License","High Club Cannabis","14325 Wyoming ST, Detroit MI 48238","10/07/2026","Active","Approved","Public Documents Available",
"PC-000312","Provisioning Center - License","Nature's Medicines","5405 Cogswell Road, Wayne MI 48184","10/18/2026","Active","Approved","Public Documents Available",
"PC-000349","Provisioning Center - License","Green Door Alternative","7304 Michigan AVE, Detroit MI 48210","10/15/2024","Closed","Approved","Public Documents Available",
"PC-000244","Provisioning Center - License","Skymint","11999 Cleveland ST Suite A, Nunica MI 49448","12/01/2020","Closed","Approved",,
"PC-000316","Provisioning Center - License","Healing Hearts Holistic Center","20245 Van Dyke AVE, Detroit MI 48234","10/11/2021","Closed",,,
"PC-000323","Provisioning Center - License","Sticky Bay Area LLC","2245 South Huron RD, Kawkawlin MI 48631","10/11/2024","Closed - Suspended",,"Public Documents Available",
"PC-000344","Provisioning Center - License","3Fifteen","3720 Washtenaw AVE, Ann Arbor MI 48104","10/04/2022","Closed","Approved",,
"PC-000209","Provisioning Center - License","People's Choice","2247 W Liberty ST, Ann Arbor MI 48103","10/29/2022","Closed",,,
"PC-000217","Provisioning Center - License","Releaf Center for Compassionate Care","1840 Terminal RD Suite A, Niles MI 49120","10/02/2024","Closed","Approved","Public Documents Available",
"PC-000289","Provisioning Center - License","The Fire Station Cannabis Co.","162 Heritage DR, Negaunee MI 49866","10/01/2026","Active","Approved",,
"PC-000337","Provisioning Center - License","High Level Health","45 E. Huron RD, Omer MI 48749","12/07/2021","Closed",,"Public Documents Available",
"PC-000331","Provisioning Center - License","3 Fifteen","3401 Corunna RD, Flint MI 48503","08/09/2022","Active - Late Renewal","Approved","Public Documents Available",
"PC-000304","Provisioning Center - License","Gage Cannabis Company","922 South Main ST, Adrian MI 49221","07/30/2022","Closed","Approved","Public Documents Available",
"PC-000150","Provisioning Center - License","Uncle Buds Provisioning Center, LLC","11 S Huron RD, Linwood MI 48634","09/05/2023","Closed","Approved","Public Documents Available",
"PC-000215","Provisioning Center - License","House of Dank - Lapeer","200 E Genesee ST Unit 1&2, Lapeer MI 48446","09/06/2023","Closed","Approved","Public Documents Available",
"PC-000220","Provisioning Center - License","House of Dank 2","3394 S. Fort ST, Detroit MI 48217","08/30/2023","Closed","Approved","Public Documents Available",
"PC-000219","Provisioning Center - License","Oz Cannabis","3967 N. Euclid AVE, Bay City MI 48706","08/29/2022","Closed","Approved","Public Documents Available",
"PC-000264","Provisioning Center - License","The CannaBar, LLC","293 East Columbia AVE, Battle Creek MI 49015","08/28/2020","Closed","Approved",,
"PC-000262","Provisioning Center - License","Inhale LLC","15670 E. 8 Mile RD, Detroit MI 48205","08/29/2023","Closed","Approved",,
"PC-000009","Provisioning Center - License","Green Genie Inc","24600 W McNichols RD, Detroit MI 48219","08/20/2026","Active","Approved","Public Documents Available",
"PC-000285","Provisioning Center - License","Joyology of Wayne","38110 Michigan AVE, Wayne MI 48184","08/28/2023","Closed","Approved","Public Documents Available",
"PC-000326","Provisioning Center - License","3Fifteen","12800 E. 8 Mile RD, Detroit MI 48205","08/09/2023","Closed","Approved","Public Documents Available",
"PC-000322","Provisioning Center - License","Common Citizen","12604 E. Jefferson AVE, Detroit MI 48215","08/26/2023","Closed","Approved","Public Documents Available",
"PC-000324","Provisioning Center - License","Kinship Parma","2199 N Concord RD, Albion MI 49224","08/23/2021","Closed",,,
"PC-000299","Provisioning Center - License","Green Pharm Bay City","200 S Euclid AVE, Bay City MI 48706","08/22/2025","Closed","Approved","Public Documents Available",
"PC-000060","Provisioning Center - License","Depot Town Cannabis Company","35 E Cross ST, Ypsilanti MI 48198","08/22/2022","Closed",,"Public Documents Available",
"PC-000137","Provisioning Center - License","Plan B Wellness Center LLC","20101 W 8 Mile RD, Detroit MI 48219","08/19/2025","Closed","Approved","Public Documents Available",
"PC-000288","Provisioning Center - License","The Botanical CO.","1885 E US-23 HWY, East Tawas MI 48730","08/16/2023","Closed","Approved",,
"PC-000317","Provisioning Center - License","Better Provisioning Center","5303 Portage RD, Kalamazoo MI 49002","08/15/2022","Closed",,,
"PC-000201","Provisioning Center - License","BDS Medical Growers, LLC","933 N Pontiac TRL, Walled Lake MI 48390","08/15/2020","Closed",,"Public Documents Available",
"PC-000292","Provisioning Center - License","3Fifteen","1525 West Michigan AVE Suite 11 & 13, Battle Creek MI 49037","08/09/2022","Closed","Approved",,
"PC-000053","Provisioning Center - License","LIV Cannabis","1240 East Columbia AVE, Battle Creek MI 49014","08/14/2023","Closed","Approved","Public Documents Available",
"PC-000291","Provisioning Center - License","3Fifteen","2245 West Columbia AVE Suite 119 & 120, Battle Creek MI 49015","08/09/2022","Closed","Approved",,
"PC-000093","Provisioning Center - License","Light'N Up Provisioning & Microbuddery","4184 Pier North BLVD Suite A, Flint MI 48504","08/02/2023","Closed","Approved",,
"PC-000071","Provisioning Center - License","Superior Wellness LLC","2617 East Michigan AVE, Lansing MI 48912","08/02/2022","Closed",,"Public Documents Available",
"PC-000318","Provisioning Center - License","Michigan Supply and Provisions, Michigan Provisions, Ascend Cannabis Group","1096 E Main ST Suite A, Morenci MI 49256","07/29/2026","Active","Approved","Public Documents Available",
"PC-000025","Provisioning Center - License","KKind","521 E Mosel AVE Suite A, Kalamazoo MI 49004","07/26/2022","Closed","Approved",,
"PC-000283","Provisioning Center - License","North Coast Provisions","922 East Beecher ST Bldg 1, Adrian MI 49221","07/23/2024","Closed","Approved","Public Documents Available",
"PC-000234","Provisioning Center - License","Nature's ReLeaf Burton, Inc.","4086 South Dort HWY, Burton MI 48529","07/18/2023","Closed","Approved",,
"PC-000290","Provisioning Center - License","Gage Cannabis Company","1551 Academy ST, Ferndale MI 48220","07/18/2025","Closed","Approved","Public Documents Available",
"PC-000281","Provisioning Center - License","Skymint","8474 S Mason DR, Newaygo MI 49337","10/18/2022","Closed","Approved",,
"PC-000286","Provisioning Center - License","QPS 20327 Groesbeck LLC","20327 Groesbeck HWY, Detroit MI 48205","07/15/2020","Closed","Approved",,
"PC-000301","Provisioning Center - License","Freddie's","10092 N Dort HWY Suite B, Clio MI 48420","07/15/2021","Closed","Approved","Public Documents Available",
"PC-000185","Provisioning Center - License","Bella Sol Wellness Centers of Michigan, LLC","1839 Peck ST Suite B, Muskegon MI 49441","07/12/2023","Closed","Approved","Public Documents Available",
"PC-000130","Provisioning Center - License","Herbal Healing of River Rouge LLC","261 Burke ST, River Rouge MI 48218","07/09/2020","Closed","Approved",,
"PC-000041","Provisioning Center - License","Erba Care, LLC","8680 E Eight Mile Rd, Detroit MI 48234","07/09/2020","Closed",,,
"PC-000036","Provisioning Center - License","Third Coast of Ypsilanti, LLC","19 N. Hamilton ST, Ypsilanti MI 48197","07/08/2020","Closed",,,
"PC-000294","Provisioning Center - License","Skymint, LLC","4330 Wilder RD, Bay City MI 48706","07/02/2020","Closed","Approved",,
"PC-000298","Provisioning Center - License","Liv Wellness","2625 Hilton RD Suite 100, Ferndale MI 48220","06/28/2022","Closed",,"Public Documents Available",
"PC-000287","Provisioning Center - License","Terp Town Inc","2807 S. Huron RD, Kawkawlin MI 48631","06/28/2020","Closed",,,
"PC-000267","Provisioning Center - License","The Remeddi Station","302 E Huron AVE, Vassar MI 48768","02/21/2024","Closed","Approved","Public Documents Available",
"PC-000293","Provisioning Center - License","Green Buddha of Ferndale","1921 Hilton RD, Ferndale MI 48220","06/27/2023","Closed","Approved","Public Documents Available",
"PC-000269","Provisioning Center - License","Green Cross","14239 West Eight Mile RD, Detroit MI 48235","06/18/2021","Closed","Approved",,
"PC-000073","Provisioning Center - License","Edgewood Wellness LLC","134 E. Edgewood BLVD, Lansing MI 48911","06/21/2022","Closed",,"Public Documents Available",
"PC-000258","Provisioning Center - License","Consano","309 W Michigan ST, Mt Pleasant MI 48858","06/14/2022","Closed","Approved",,
"PC-000278","Provisioning Center - License","Southwest Meds","6237 Federal ST, Detroit MI 48209","04/25/2023","Closed","Approved","Public Documents Available",
"PC-000265","Provisioning Center - License","Curaleaf","2732 Jackson AVE, Ann Arbor MI 48103","06/07/2024","Closed","Approved","Public Documents Available",
"PC-000158","Provisioning Center - License","Greenways Provisioning Center","4568 M 30, Beaverton MI 48612","06/13/2026","Active","Approved","Public Documents Available",
"PC-000125","Provisioning Center - License","Green Pharm Detroit","2619 S. Schaefer HWY, Detroit MI 48217","06/10/2023","Closed","Approved","Public Documents Available",
"PC-000191","Provisioning Center - License","Curaleaf","133 West Monroe ST, Bangor MI 49013","06/07/2024","Closed","Approved","Public Documents Available",
"PC-000275","Provisioning Center - License","The Pure Lapeer, LLC","1330 Imlay City RD Unit A-D, Lapeer MI 48446","06/06/2025","Closed","Approved","Public Documents Available",
"PC-000116","Provisioning Center - License","House of Zen","14501 Mack AVE, Detroit MI 48215","06/03/2023","Closed","Approved","Public Documents Available",
"PC-000143","Provisioning Center - License","Green Guild Inc.","160 N. Washington ST, Constantine MI 49042","06/01/2020","Closed",,"Public Documents Available",
"PC-000274","Provisioning Center - License","Consume Cannabis Lapeer","2401 W Genesee ST, Lapeer MI 48446","05/28/2026","Active","Approved","Public Documents Available",
"PC-000168","Provisioning Center - License","Corner Stone Wellness","3316 South Martin Luther King Jr. BLVD, Lansing MI 48910","05/30/2020","Closed",,,
"PC-000169","Provisioning Center - License","Pure Options - Lansing Eastside","1900 East Kalamazoo ST, Lansing MI 48912","05/28/2022","Closed",,"Public Documents Available",
"PC-000181","Provisioning Center - License","Green Culture","808 South Center RD Suite D, Flint MI 48506","05/23/2023","Closed - Suspended","Approved","Public Documents Available",
"PC-000239","Provisioning Center - License","Bacco Farms, LLC","6200 N Dort HWY, Flint MI 48505","05/22/2022","Closed","Approved","Public Documents Available",
"PC-000236","Provisioning Center - License","Releaf Center for Compassionate Care Chesaning","144 W Broad ST, Chesaning MI 48616","05/20/2023","Closed","Approved","Public Documents Available",
"PC-000202","Provisioning Center - License","The Sweet Leaf","400 S Dort HWY, Flint MI 48503","05/24/2022","Closed",,"Public Documents Available",
"PC-000114","Provisioning Center - License","Weed Rx, LLC","600 West 7th ST, Evart MI 49631","05/24/2020","Closed",,,
"PC-000180","Provisioning Center - License","House of Dank 4","8600 East 8 Mile RD Suite 28, Detroit MI 48234","05/23/2023","Closed","Approved","Public Documents Available",
"PC-000192","Provisioning Center - License","Caldwell 5540 LLC","5540 East 8 Mile RD, Detroit MI 48234","08/19/2020","Closed",,"Public Documents Available",
"PC-000178","Provisioning Center - License","House of Dank Michigan LLC","3340 E 8 Mile RD, Detroit MI 48234","05/20/2024","Closed","Approved","Public Documents Available",
"PC-000165","Provisioning Center - License","420 Factory, LLC","7555 Greenfield RD, Detroit MI 48228","05/16/2025","Closed","Approved","Public Documents Available",
"PC-000090","Provisioning Center - License","Detroit Roots, Inc","12604 Jefferson, Detroit MI 48215","05/15/2020","Closed",,,
"PC-000004","Provisioning Center - License","Riverside Provisioning Grayling","11845 M 72 HWY, Grayling MI 49738","05/10/2021","Closed","Approved",,
"PC-000268","Provisioning Center - License","New Standard Exit 9","12261 Cleveland ST Suite 1, Nunica MI 49448","05/09/2023","Closed",,"Public Documents Available",
"PC-000177","Provisioning Center - License","New Standard Park Place","1922 Park ST Suite A, Muskegon MI 49441","05/09/2023","Closed","Approved","Public Documents Available",
"PC-000160","Provisioning Center - License","Pure Options - Lansing Northside","2905 North East ST, Lansing MI 48906","05/01/2023","Closed",,"Public Documents Available",
"PC-000167","Provisioning Center - License","Pure Options - Lansing South","5815 S Pennsylvania AVE, Lansing MI 48911","05/01/2026","Active","Approved","Public Documents Available",
"PC-000273","Provisioning Center - License","Puff Cannabis Company","1680 Marquette ST Suite A, Bay City MI 48706","05/01/2025","Closed","Approved","Public Documents Available",
"PC-000259","Provisioning Center - License","Motown Meds","18334 W Warren Avenue, Detroit MI 48228","02/21/2024","Closed","Approved","Public Documents Available",
"PC-000260","Provisioning Center - License","Remedii Natural Health","989 East Main ST, Morenci MI 49256","02/21/2024","Closed","Approved","Public Documents Available",
"PC-000261","Provisioning Center - License","Remedii Natural Health","3557 Wilder Road, Bay City MI 48706","02/21/2022","Closed","Approved","Public Documents Available",
"PC-000241","Provisioning Center - License","Green Peak Industries, LLC","194 N Charles ST, White Cloud MI 49349","10/18/2020","Closed","Approved",,
"PC-000256","Provisioning Center - License","High Level Health","1730 US Highway 23, East Tawas MI 48730","12/07/2021","Closed",,"Public Documents Available",
"PC-000211","Provisioning Center - License","GLH Cannabis Company","1210 East Columbia AVE, Battle Creek MI 49014","04/25/2023","Closed","Approved","Public Documents Available",
"PC-000263","Provisioning Center - License","Essence Collective","759 E Pinconning RD, Pinconning MI 48650","04/25/2025","Closed","Approved","Public Documents Available",
"PC-000199","Provisioning Center - License","Northern Roots Provisioning Center","635 S. State ST, Oscoda MI 48750","04/25/2022","Closed","Approved","Public Documents Available",
"PC-000235","Provisioning Center - License","Cannamazoo","2233 N Burdick ST, Kalamazoo MI 49007","04/25/2022","Closed","Approved","Public Documents Available",
"PC-000225","Provisioning Center - License","Green Tree Relief","124 S Main ST, Reading MI 49274","04/25/2023","Closed","Approved","Public Documents Available",
"PC-000069","Provisioning Center - License","Zen Leaf Buchanan","259 E Front ST, Buchanan MI 49107","04/25/2026","Active","Approved","Public Documents Available",
"PC-000248","Provisioning Center - License","The River","101 N Front ST Suite A, Chesaning MI 48616","04/25/2023","Closed","Approved","Public Documents Available",
"PC-000250","Provisioning Center - License","Homegrown Cannabis Co.","5025 S Pennsylvania AVE, Lansing MI 48910","04/25/2026","Active","Approved",,
"PC-000052","Provisioning Center - License","Common Citizen","310 South Averill AVE, Flint MI 48506","04/24/2023","Closed","Approved","Public Documents Available",
"PC-000228","Provisioning Center - License","Aficannado","2918 Blue Star HWY, Douglas MI 49406","04/25/2023","Closed",,,
"PC-000146","Provisioning Center - License","Detroit Compassion","14917 Gratiot AVE, Detroit MI 48205","04/25/2020","Closed",,,
"PC-000023","Provisioning Center - License","The Refinery Detroit","12641 Stout ST, Detroit MI 48223","04/25/2024","Closed","Approved","Public Documents Available",
"PC-000252","Provisioning Center - License","Michigan Organic Solutions","3549 S Dort HWY Suite 106, Flint MI 48507","03/21/2025","Closed","Approved","Public Documents Available",
"PC-000229","Provisioning Center - License","The Flower Bowl","28661 Michigan AVE, Inkster MI 48141","03/21/2026","Active","Approved","Public Documents Available",
"PC-000245","Provisioning Center - License","Lit Provisioning Centers","600 West 7th ST, Evart MI 49631","03/21/2023","Closed","Approved",,
"PC-000243","Provisioning Center - License","Green Buddha of Bangor Twp","3915 Wilder RD, Bay City MI 48706","03/21/2024","Closed",,"Public Documents Available",
"PC-000183","Provisioning Center - License","Huron View, LLC","3152 Packard ST, Ann Arbor MI 48108","03/21/2023","Closed","Approved","Public Documents Available",
"PC-000254","Provisioning Center - License","The Reef","6640 E 8 Mile RD, Detroit MI 48234","03/21/2023","Closed - Suspended","Approved","Public Documents Available",
"PC-000238","Provisioning Center - License","Meds Cafe","2352 S US 23, Rogers City MI 49779","03/21/2026","Active","Approved","Public Documents Available",
"PC-000242","Provisioning Center - License","Herbology","11392 West Jefferson AVE, River Rouge MI 48218","03/21/2023","Closed","Approved",,
"PC-000233","Provisioning Center - License","Green Door Alternative","7304 Michigan AVE, Detroit MI 48210","03/21/2020","Closed",,,
"PC-000231","Provisioning Center - License","Lake Effect Group, LLC","8314 Portage RD, Portage MI 49002","03/21/2023","Closed","Approved",,
"PC-000249","Provisioning Center - License","DOA","3650 Patterson RD, Bay City MI 48706","02/21/2022","Closed","Approved","Public Documents Available",
"PC-000226","Provisioning Center - License","Shake and Bake Detroit","20477 Schaefer HWY, Detroit MI 48235","02/21/2024","Closed","Approved","Public Documents Available",
"PC-000077","Provisioning Center - License","Fuel 420","1255 Falahee RD, Jackson MI 49203","10/29/2024","Closed",,"Public Documents Available",
"PC-000072","Provisioning Center - License","The Happiest Camper LLC","112 Main ST, Reading MI 49274","02/21/2020","Closed",,,
"PC-000122","Provisioning Center - License","Green Galaxy Meds","408 South Center RD, Flint MI 48506","02/21/2021","Closed","Approved","Public Documents Available",
"PC-000205","Provisioning Center - License","5 & Dime Detroit","20561 Dwyer ST, Detroit MI 48234","02/21/2024","Closed","Approved","Public Documents Available",
"PC-000190","Provisioning Center - License","Thrive Provisioning Center","6007 Ann Arbor RD, Jackson MI 49201","02/23/2021","Closed",,,
"PC-000232","Provisioning Center - License","Remedii","160 E Columbia Ave, Battle Creek MI 49015","02/21/2022","Closed","Approved","Public Documents Available",
"PC-000068","Provisioning Center - License","Wayne PRV, Inc.","5405 Cogswell RD, Wayne MI 48184","01/16/2020","Closed",,,
"PC-000019","Provisioning Center - License","Morenci Brothers Holding Group LLC","1096 Main ST Suite A, Morenci MI 49256","01/16/2020","Closed",,,
"PC-000075","Provisioning Center - License","Cannaisseur Provisioning Center","3200 N East ST, Lansing MI 48906","12/21/2024","Closed","Approved","Public Documents Available",
"PC-000210","Provisioning Center - License","Flower Bowl Corktown","2101 W Lafayette Blvd Suite 106, Detroit MI 48216","12/21/2024","Closed",,"Public Documents Available",
"PC-000166","Provisioning Center - License","Michigan Compassion Center LLC","1222 Glenwood AVE, Flint MI 48503","12/21/2019","Closed",,,
"PC-000156","Provisioning Center - License","The Green Door Bangor, Inc.","126 W Monroe ST, Bangor MI 49013","12/21/2021","Closed","Approved","Public Documents Available",
"PC-000207","Provisioning Center - License","Green Bronco, LLC","160 E. Columbia AVE Bldg, Battle Creek MI 49015","12/21/2019","Closed",,,
"PC-000096","Provisioning Center - License","People's Choice","3435 Michigan AVE, Jackson MI 49202","10/29/2020","Closed",,,
"PC-000097","Provisioning Center - License","People's Choice","327 Main ST, Vassar MI 48768","02/01/2019","Closed",,,
"PC-000082","Provisioning Center - License","Great Lakes Northern Lights, LLC","407 Center ST, Omer MI 48749","12/21/2019","Closed",,,
"PC-000145","Provisioning Center - License","Aim High Meds","15776 M-60 HWY, Tekonsha MI 49092","12/07/2023","Closed","Approved",,
"PC-000159","Provisioning Center - License","HG Lansing, LLC","1116 Oakland AVE, Lansing MI 48906","12/07/2019","Closed",,,
"PC-000182","Provisioning Center - License","Nature's Medicines","3480 E North Union RD, Bay City MI 48706","12/07/2024","Closed","Approved",,
"PC-000162","Provisioning Center - License","Elite Wellness Mount Morris","9423 N Dort HWY, Mt. Morris MI 48458","12/07/2023","Closed - Suspended","Approved","Public Documents Available",
"PC-000179","Provisioning Center - License","Sticky River Rouge","10307 W Jefferson AVE, River Rouge MI 48218","12/07/2022","Closed","Approved","Public Documents Available",
"PC-000056","Provisioning Center - License","MMM of A2, Inc","2793 Plymouth RD Suite K, Ann Arbor MI 48105","11/08/2019","Closed",,,
"PC-000152","Provisioning Center - License","Sticky Ypsi","1090 North Huron River DR, Ypsilanti MI 48197","11/08/2022","Closed","Approved","Public Documents Available",
"PC-000147","Provisioning Center - License","Northern Specialty Health","902 Razorback DR Suite 10 & 11, Houghton MI 49931","11/08/2021","Closed",,,
"PC-000120","Provisioning Center - License","Liberty Cannabis","2540 Rosa Parks BLVD, Detroit MI 48216","10/29/2025","Closed","Approved","Public Documents Available",
"PC-000102","Provisioning Center - License","The House of Mary Jane LLC","19154 James Couzens, Detroit MI 48235","10/29/2024","Closed","Approved","Public Documents Available",
"PC-000174","Provisioning Center - License","High Quality Provisioning Center","4700 N Huron RD Suite 1, Pinconning Township MI 48650","10/29/2021","Closed - Suspended","Approved","Public Documents Available",
"PC-000153","Provisioning Center - License","The Barn LLC","3491 E Bristol RD, Burton MI 48529","10/29/2022","Closed",,"Public Documents Available",
"PC-000050","Provisioning Center - License","Liberty Cannabis","338 South Ashley ST, Ann Arbor MI 48104","10/29/2021","Closed",,,
"PC-000134","Provisioning Center - License","Dispo","3843 N Euclid AVE, Bay City MI 48706","10/18/2024","Closed","Approved","Public Documents Available",
"PC-000108","Provisioning Center - License","Happy Life","45 E Huron Rd, Omer MI 48749","10/29/2018","Closed",,,
"PC-000035","Provisioning Center - License","Premier Provisioning Center #2","664 State RD, Vassar MI 48768","10/18/2023","Closed","Approved","Public Documents Available",
"PC-000193","Provisioning Center - License","Viola Detroit","4473 W Jefferson AVE Suite B, Detroit MI 48209","10/29/2023","Closed",,,
"PC-000149","Provisioning Center - License","Greenhaus Cannabis","3141 Page AVE, Jackson MI 49203","02/01/2021","Closed",,"Public Documents Available",
