"Record Number","Record Type","License Name","Address","Expiration Date","Status","Notes","Disciplinary Action",
"AU-R-000750","Marihuana Retailer - License","Blue Sky Cannabis Co.","510 Savage RD, Belleville MI 48111","07/15/2026","Active",,"Public Documents Available",
"AU-R-000754","Marihuana Retailer - License","The Green Door Watervliet, Inc.","3801 N M140 HWY, Watervilet MI 49098","07/14/2026","Active",,,
"AU-R-000766","Marihuana Retailer - License","JARS Cannabis","1207 E Pickard RD, Mt Pleasant MI 48858","07/13/2026","Active","Home Delivery - Approved",,
"AU-R-000760","Marihuana Retailer - License","Big Rapids Tree House Club","217 Maple ST, Big Rapids MI 49307","07/13/2023","License Void",,"Public Documents Available",
"AU-R-000758","Marihuana Retailer - License","Timber Cannabis Co.","709 S. US Highway 131 HWY, Three Rivers MI 49093","09/17/2023","License Void","Home Delivery - Approved",,
"AU-R-000738","Marihuana Retailer - License","Pincanna","123 E South ST, Kalamazoo MI 49007","03/03/2026","Active",,,
"AU-R-000749","Marihuana Retailer - License","Remedy Room Provisioning Center","712 Washington AVE, Bay City MI 48708","07/07/2024","License Void",,"Public Documents Available",
"AU-R-000751","Marihuana Retailer - License","JARS Cannabis","1801 Peck ST, Muskegon MI 49441","07/06/2026","Active","Home Delivery - Approved",,
"AU-R-000759","Marihuana Retailer - License","Great Lakes Natural Remedies","1215 Court ST, Saginaw MI 48602","02/12/2023","License Void",,,
"AU-R-000741","Marihuana Retailer - License","Meds Cafe","427 W Campbell ST, Alpena MI 49707","07/05/2026","Active",,"Public Documents Available",
"AU-R-000745","Marihuana Retailer - License","Cunningham's Craft Cannabis LLC","4550 Wayne RD, SPRINGFIELD MI 49037","04/18/2025","License Void","Home Delivery - Approved",,
"AU-R-000757","Marihuana Retailer - License","Iconic Wellness & Provisioning Center","1848 Dickerson RD, Gaylord MI 49735","11/08/2023","License Void",,,
"AU-R-000719","Marihuana Retailer - License","Lucky Pablo, Inc.","120 S. Michigan AVE Suite B, Big Rapids MI 49307","06/28/2023","License Void","Home Delivery - Approved",,
"AU-R-000731","Marihuana Retailer - License","Compassionate Care by Design","8277 Arnt BLVD, Watervliet MI 49098","08/12/2023","License Void",,,
"AU-R-000721","Marihuana Retailer - License","Sun Provisions","107 W Delaware ST, Decatur MI 49045","02/04/2026","Active","Home Delivery - Approved.",,
"AU-R-000736","Marihuana Retailer - License","BLOC","200 E Main ST, Benton Harbor MI 49022","06/16/2026","Active",,,
"AU-R-000710","Marihuana Retailer - License","Elevated Exotics","9570 State Hwy M-95, Republic MI 49879","06/16/2026","Active",,,
"AU-R-000734","Marihuana Retailer - License","Confluence Cannabis","104 US 131 HWY, Three Rivers MI 49093","06/15/2026","Active","Home Delivery - Approved",,
"AU-R-000740","Marihuana Retailer - License","Nirvana Center Monroe","14498 Laplaisance RD, Monroe MI 48161","06/15/2026","Active",,"Public Documents Available",
"AU-R-000742","Marihuana Retailer - License","JARS Cannabis","15519 S Telegraph RD, Monroe MI 48161","08/07/2026","Active","Home Delivery - Approved",,
"AU-R-000717","Marihuana Retailer - License","Skybox Cannabis","6550 US HIGHWAY 131, FIFE LAKE MI 49633","06/14/2026","Active",,,
"AU-R-000733","Marihuana Retailer - License","Skymint","2550 E M-21, Corunna MI 48817","11/27/2023","License Void",,,
"AU-R-000720","Marihuana Retailer - License","Nobody's Home","90 W Main ST, Benton Harbor MI 49022","06/13/2026","Active",,,
"AU-R-000732","Marihuana Retailer - License","Mindright Cannabis Company","51525 Industrial DR, New Baltimore MI 48047","06/13/2026","Active","Home Delivery - Approved","Public documents available",
"AU-R-000729","Marihuana Retailer - License","High Profile Cannabis Shop","300 M-553 Suite 2, Sands Township MI 49855","02/10/2026","Active",,"Public Documents Available",
"AU-R-000743","Marihuana Retailer - License","Native Son Detroit, LLC","408 E John ST, Bay City MI 48706","06/10/2026","Active",,,
"AU-R-000737","Marihuana Retailer - License","True Leaf","525 E Kalamazoo AVE, Kalamazoo MI 49007","08/25/2025","License Void",,,
"AU-R-000726","Marihuana Retailer - License","Proper Leaf Cannabis Company","81057 Main ST, Memphis MI 48041","06/09/2026","Active",,"Public Documents Available",
"AU-R-000739","Marihuana Retailer - License","Pure Roots","515 N Larch ST, Lansing MI 48912","05/14/2025","License Void","Home Delivery - Approved",,
"AU-R-000718","Marihuana Retailer - License","Exclusive Cannabis Cookies","14750 Laplaisance RD Unit H260, Monroe MI 48161","06/08/2026","Active","Home Delivery - Approved","Public Documents Available",
"AU-R-000715","Marihuana Retailer - License","Weedys","1118 S Telegraph RD Suite A, Monroe MI 48161","06/07/2026","Active",,,
"AU-R-000728","Marihuana Retailer - License","The Chronic Michigan","2617 BAY ST, SAGINAW MI 48602","06/19/2026","Active",,"Public Documents Available",
"AU-R-000681","Marihuana Retailer - License","STICKY MUSKEGON","1965 Peck ST, Muskegon MI 49441","06/25/2025","License Void",,,
"AU-R-000702","Marihuana Retailer - License","Mint Cannabis","5747 S Westnedge AVE, Portage MI 49002","05/31/2026","Active",,"Public Documents Available",
"AU-R-000687","Marihuana Retailer - License","High Profile Cannabis Shop","1227 James P. Cole BLVD, Flint MI 48503","02/10/2024","License Void",,,
"AU-R-000712","Marihuana Retailer - License","RECWEED","7812 Portage RD, Portage MI 49002","07/02/2023","License Void","Home Delivery - Approved",,
"AU-R-000730","Marihuana Retailer - License","Quality Roots, Inc.","898 W Corunna AVE, Corunna MI 48817","05/11/2026","Active",,,
"AU-R-000706","Marihuana Retailer - License","Ascend Cannabis Group","1415 Michigan AVE, East Lansing MI 48823","11/27/2026","Active","Home Delivery - Approved",,
"AU-R-000716","Marihuana Retailer - License","Dispo Romeo","100 Shafer DR, Romeo MI 48065","05/19/2026","Active","Home Delivery - approved","Public Documents Available",
"AU-R-000713","Marihuana Retailer - License","Boreal Cannabis","246 E M35, Gwinn MI 49841","03/17/2026","Active",,,
"AU-R-000709","Marihuana Retailer - License","Lumberjack's Provisioning Center","8975 S M37 HWY, Dowling MI 49050","05/19/2025","License Void","Home Delivery - Approved","Public Documents Available",
"AU-R-000714","Marihuana Retailer - License","Harbor Country Collective","6761 W US 12, Three Oaks MI 49128","12/10/2026","Active","Home Delivery - Approved","Public Documents Available",
"AU-R-000693","Marihuana Retailer - License","Gage Cannabis Company","922 S Main ST, Adrian MI 49221","06/02/2026","Active",,"Public Documents Available",
"AU-R-000682","Marihuana Retailer - License","Joyology of Lowell","2399 W Main ST, Lowell MI 49331","02/09/2024","License Void",,,
"AU-R-000705","Marihuana Retailer - License","High Profile Cannabis Shop","831 Highview DR, Webberville MI 48892","02/10/2026","Active",,"Public document available",
"AU-R-000708","Marihuana Retailer - License","Herbana","2001 W Saginaw ST, Lansing MI 48915","05/06/2026","Active",,"Public Documents Available",
"AU-R-000688","Marihuana Retailer - License","The Chronic Michigan","1101 Robert T. Longway BLVD, Flint MI 48503","06/19/2026","Active",,"Public Documents Available",
"AU-R-000703","Marihuana Retailer - License","Bazonzoes","920 American RD, Lansing MI 48911","08/28/2026","Active","Home Delivery - Approved",,
"AU-R-000711","Marihuana Retailer - License","Premier Provisioning Center LLC","1023 E Caro RD, Caro MI 48723","04/28/2026","Active","Home Delivery - Approved","Public Documents Available",
"AU-R-000699","Marihuana Retailer - License","Fifth Element Cannabis Company LLC","6069 Holton RD, Twin Lake MI 49457","04/27/2024","License Void",,,
"AU-R-000679","Marihuana Retailer - License","Harbor Farmz Provisioning, LLC","503 S US-131, Three Rivers MI 49093","04/26/2026","Active",,"Public Documents Available",
"AU-R-000700","Marihuana Retailer - License","Lake Life Farms","4116 17 mile Road NE Suite F, Cedar Springs MI 49319","12/21/2026","Active",,,
"AU-R-000696","Marihuana Retailer - License","Dutch Delight","2426 E Huron RD, Au Gres MI 48703","04/25/2026","Active",,,
"AU-R-000707","Marihuana Retailer - License","Cloud Cannabis New Baltimore","35269 Cricklewood BLVD, New Baltimore MI 48047","04/19/2024","License Void","Home Delivery - Approved","Public Docyments Available",
"AU-R-000701","Marihuana Retailer - License","The Armory of Sturgis","1103 North Centerville RD, Sturgis MI 49091","04/19/2023","License Void",,,
"AU-R-000704","Marihuana Retailer - License","Spark Cannabis Company","1345 Prospect AVE, Caro MI 48723","04/18/2026","Active","Home Delivery - Approved.",,
"AU-R-000694","Marihuana Retailer - License","Sapura","355 S Willowbrook RD Suite F, Coldwater MI 49036","04/18/2026","Active",,"Public Documents Available",
"AU-R-000684","Marihuana Retailer - License","Cedar Springs Cannabis Company","10 S Main ST, CEDAR SPRINGS MI 49319","04/15/2025","License Void","Home Delivery - Approved",,
"AU-R-000698","Marihuana Retailer - License","LightSky Farms Burton","3055 E Bristol RD, Burton MI 48529","04/14/2026","Active",,"Public Documents Available",
"AU-R-000697","Marihuana Retailer - License","Neighborhood Provisions","909 W Washington AVE, Alpena MI 49707","04/14/2026","Active","Home Delivery - Approved",,
"AU-R-000691","Marihuana Retailer - License","LIV CANNABIS","453 S Broadway ST, Lake Orion MI 48362","04/13/2026","Active","Home Delivery - Approved","Public Documents Available",
"AU-R-000690","Marihuana Retailer - License","Iconic Wellness & Provisioning Center","126 S West SE AVE, Lowell MI 49331","11/08/2023","License Void",,,
"AU-R-000695","Marihuana Retailer - License","Lume Cannabis Co.","595 S Glaspie ST, Oxford MI 48371","11/27/2026","Active","Home Delivery - Approved",,
"AU-R-000671","Marihuana Retailer - License","Green Arrow/Gaylord","1354 West Main ST, Gaylord MI 49735","09/25/2023","License Void",,,
"AU-R-000685","Marihuana Retailer - License","Rair","104 N Drake RD, Kalamazoo MI 49009","03/11/2024","License Void","Home Delivery - Approved","Public Documents Available",
"AU-R-000675","Marihuana Retailer - License","Highway 420 Holdings, LLC","3769 W Michigan AVE, Battle Creek MI 49037","04/04/2025","License Void",,,
"AU-R-000692","Marihuana Retailer - License","LivWell Enlightened Health","759 W Spruce ST, Sault Ste. Marie MI 49783","04/04/2026","Active","Home Delivery - Approved",,
"AU-R-000686","Marihuana Retailer - License","The Fire Station Cannabis Co.","229 N 4th AVE Suite B, Iron River MI 49935","12/17/2026","Active",,,
"AU-R-000655","Marihuana Retailer - License","Levels of Big Rapids","1709 S. State ST, Big Rapids MI 49307","03/22/2024","License Void",,,
"AU-R-000683","Marihuana Retailer - License","JARs Cannabis","901 W Main ST, Owosso MI 48867","03/31/2024","License Void","Home Delivery - Approved",,
"AU-R-000677","Marihuana Retailer - License","Dunegrass Co.","2678 S Otsego AVE Suite B, Gaylord MI 49735","08/14/2025","License Void","Home Delivery - Approved",,
"AU-R-000669","Marihuana Retailer - License","Greenways Provisioning Center","1221 M-30 HWY, Beaverton MI 48612","03/29/2026","Active",,"Public Documents Available",
"AU-R-000664","Marihuana Retailer - License","Inspire Canna CO - Oscoda","4705 F-41, Oscoda MI 48750","03/29/2024","License Void",,,
"AU-R-000672","Marihuana Retailer - License","Lume Cannabis Co.","499 Dickerson RD, Gaylord MI 49735","11/27/2026","Active",,"Public Documents Available",
"AU-R-000678","Marihuana Retailer - License","JARS Cannabis","2790 Blue Star HWY, Fennville MI 49408","08/07/2026","Active",,,
"AU-R-000673","Marihuana Retailer - License","Urban Gardens","617 Portage ST, kalamazoo MI 49007","02/19/2026","Active",,,
"AU-R-000659","Marihuana Retailer - License","Liv Cannabis","2625 Hilton RD Suite 100, Ferndale MI 48220","03/24/2026","Active","Home Delivery - Approved",,
"AU-R-000676","Marihuana Retailer - License","The Stone 40","52560 M40 N HWY, Marcellus MI 49067","03/21/2026","License Void",,"Public Documents Available",
"AU-R-000674","Marihuana Retailer - License","Stay Lifted","1291 Falahee RD, Jackson MI 49203","03/17/2026","Active",,,
"AU-R-000665","Marihuana Retailer - License","The WellFlower Ypsilanti, LLC","1820 Washtenaw AVE, Ypsilanti MI 48197","03/11/2026","Active",,"Public Documents Available",
"AU-R-000657","Marihuana Retailer - License","JARS Cannabis","26700 Liberal ST Suite 1, Center Line MI 48015","08/07/2025","License Void","Home Delivery - Approved","Public Documents Available",
"AU-R-000647","Marihuana Retailer - License","Courtside Gardens","1321 Court ST, Saginaw MI 48602","02/19/2026","Active",,,
"AU-R-000650","Marihuana Retailer - License","New Standard Whitehall","812 East Colby ST Unit A, Whitehall MI 49461","01/08/2025","License Void","Home Delivery - Approved","Public Documents Available",
"AU-R-000670","Marihuana Retailer - License","Cloud Cannabis Company","710 Edelweiss Village PKWY, Gaylord MI 49735","06/22/2023","License Void","Home Delivery - Approved","Public Documents Available",
"AU-R-000658","Marihuana Retailer - License","Levels of Lansing","5508 S Cedar ST, Lansing MI 48911","03/04/2026","License Void",,"Public Documents Available",
"AU-R-000666","Marihuana Retailer - License","LIV Cannabis","6285 S Martin Luther King Jr. BLVD, Lansing MI 48911","03/03/2026","Active","Home Delivery - Approved",,
"AU-R-000662","Marihuana Retailer - License","Prosper Cannabis Company","621 Industrial DR, Constantine MI 49042","03/03/2026","Active","Home Delivery - Approved","Public Documents Available",
"AU-R-000648","Marihuana Retailer - License","The Dime Shop","1525 Broadway ST, Bay City MI 48708","03/01/2026","Active","Home Delivery - Approved",,
"AU-R-000661","Marihuana Retailer - License","Rush Cannaco","24733 John R RD, Hazel Park MI 48030","02/28/2026","Active","Home Delivery - Approved","Public Documents Available",
"AU-R-000656","Marihuana Retailer - License","Crave Cannabis","1100 S Monroe ST, Monroe MI 48161","02/24/2026","Active","Home Delivery - Approved","Public Documents Available",
"AU-R-000653","Marihuana Retailer - License","Endo","307 E Beecher ST, Adrian MI 49221","11/03/2026","Active",,"Public Documents Available",
"AU-R-000643","Marihuana Retailer - License","Herbal Solutions","124 W. Michigan AVE, Ypsilanti MI 48197","02/24/2026","Active","Home Delivery - Approved","Public Documents Available",
"AU-R-000626","Marihuana Retailer - License","The Grove Cannabis Co.","26352 Lawrence AVE, Center Line MI 48015","02/24/2025","Active",,"Public Documents Available",
"AU-R-000644","Marihuana Retailer - License","The Green Door Burr Oak, Inc.","253 S. Third ST, Burr Oak MI 49030","02/23/2023","License Void",,,
"AU-R-000645","Marihuana Retailer - License","EZ Medz","9359 N Dort HWY, Mt. Morris MI 48458","02/23/2025","License Void","Home Delivery - Approved","Public Documents Available",
"AU-R-000636","Marihuana Retailer - License","Pegasus","4100 Ann Arbor RD, Jackson MI 49202","08/17/2026","Active",,,
"AU-R-000652","Marihuana Retailer - License","Stoned Goat Cannabis Co.","4682 Hudson RD, Osseo MI 49266","02/18/2026","Active",,,
"AU-R-000654","Marihuana Retailer - License","Emerald Fire Provisioning Center","4980 N Dickenson RD Suite 420, Coleman MI 48618","02/17/2026","Active",,,
"AU-R-000663","Marihuana Retailer - License","Puff Oscoda","635 S State ST, Oscoda MI 48750","02/16/2026","Active","Home Delivery - Approved",,
"AU-R-000629","Marihuana Retailer - License","Best Buds","2617 East Michigan AVE, Lansing MI 48912","02/15/2024","License Void",,,
"AU-R-000649","Marihuana Retailer - License","Higher Love","824 E Cloverland DR, Ironwood MI 49938","02/01/2026","Active",,,
"AU-R-000660","Marihuana Retailer - License","The Fire Station Cannabis Co.","404 E M28 HWY, Munising MI 49862","12/17/2026","Active",,,
"AU-R-000622","Marihuana Retailer - License","Smilez of Burton","4186 Davison RD, Burton MI 48509","02/09/2026","Active","Home Delivery - Approved",,
"AU-R-000619","Marihuana Retailer - License","Skymint","2345 E Apple AVE, Muskegon MI 49442","11/27/2026","Active",,,
"AU-R-000620","Marihuana Retailer - License","Skymint","3630 Gull RD, Kalamazoo MI 49048","11/27/2026","Active",,,
"AU-R-000631","Marihuana Retailer - License","Herbana Lansing","2001 W Saginaw ST, Lansing MI 48915","02/25/2023","License Void",,,
"AU-R-000617","Marihuana Retailer - License","Bodega Michigan","885 E Apple AVE, Muskegon MI 49442","01/26/2026","Active",,,
"AU-R-000635","Marihuana Retailer - License","Mint Cannabis","760 S Telegraph Rd., Monroe Township MI 48161","09/25/2026","Active",,,
"AU-R-000641","Marihuana Retailer - License","Motor City Oasis LLC","18 Enterprise DR, Vassar MI 48768","01/25/2025","License Void",,,
"AU-R-000638","Marihuana Retailer - License","Pleasantrees Cannabis Company","1504 John A. Papalas DR, Lincoln Park MI 48146","02/19/2026","Active",,,
"AU-R-000637","Marihuana Retailer - License","Timber Cannabis Co.","618 N Centerville ST, Sturgis MI 49091","09/17/2026","Active","Home Delivery - Approved",,
"AU-R-000624","Marihuana Retailer - License","Green Pharm","812 E 9 Mile RD, Hazel Park MI 48030","08/27/2026","Active","Home Delivery - Approved","Public Documents Available",
"AU-R-000628","Marihuana Retailer - License","KKind Big Rapids","910 S. State ST, Big Rapids MI 49307","05/05/2023","License Void","Home Delivery - Approved",,
"AU-R-000610","Marihuana Retailer - License","Jade Collection of Morenci","1098 E Main ST, Morenci MI 49256","11/16/2026","Active",,,
"AU-R-000605","Marihuana Retailer - License","Redbud Roots Lab X, Inc.","225 South Michigan AVE, Big Rapids MI 49307","01/20/2023","License Void",,,
"AU-R-000633","Marihuana Retailer - License","Quality Roots, Inc.","1121 S Monroe ST, Monroe MI 48161","05/11/2026","Active",,"Public Documents Available",
"AU-R-000627","Marihuana Retailer - License","Ounces","811 Broadus ST Suite 100, Sturgis MI 49091","01/18/2024","License Void",,,
"AU-R-000595","Marihuana Retailer - License","Planted Provisioning","1960 W Hemphill RD, Flint MI 48507","01/18/2026","Active",,,
"AU-R-000640","Marihuana Retailer - License","Nature's Medicines","703 E Columbia AVE, Battle Creek MI 49014","01/13/2026","Active",,"Public Documents Available",
"AU-R-000609","Marihuana Retailer - License","Great Lakes Exotics Cannabis Co.","1779 US-23, East Tawas MI 48730","01/13/2026","Active",,"Public Documents Available",
"AU-R-000618","Marihuana Retailer - License","Michiganja","40 North Main ST Suite 1, Cedar Springs MI 49319","12/30/2023","License Void","Home Delivery - Approved",,
"AU-R-000632","Marihuana Retailer - License","High Fidelity","897 North AVE, Battle Creek MI 49017","01/06/2023","License Void",,,
"AU-R-000625","Marihuana Retailer - License","New Standard Saugatuck","6406 Blue Star HWY, Saugatuck MI 49453","01/03/2026","Active","Home Delivery - Approved",,
"AU-R-000623","Marihuana Retailer - License","Lume Cannabis Co.","1207 N Mission ST, Mt. Pleasant MI 48858","11/27/2026","Active",,,
"AU-R-000607","Marihuana Retailer - License","Pure Roots","26673 Lawrence AVE, Center Line MI 48015","05/14/2025","License Void","Home Delivery - Approved","Public Documents Available",
"AU-R-000606","Marihuana Retailer - License","Lume Cannabis Co.","1520 US 131 HWY, Petoskey MI 49770","02/24/2026","Active","Home Delivery - Approved","Public Documents Available",
"AU-R-000616","Marihuana Retailer - License","STICKY YPSI","1070 N Huron River DR, Ypsilanti MI 48197","06/25/2025","License Void",,,
"AU-R-000621","Marihuana Retailer - License","Skymint","700 W Gratiot AVE, Saginaw MI 48602","11/27/2026","Active","Home Delivery - Approved.","Public Documents Available",
"AU-R-000603","Marihuana Retailer - License","Bud Brothers Provisioning","3392 S Huron RD, Bay City MI 48706","12/27/2025","License Void","Home Delivery - Approved","Public Documents Available",
"AU-R-000601","Marihuana Retailer - License","Gage Cannabis Company","2712 Portage ST, Kalamazoo MI 49001","06/02/2026","Active",,"Public Documents Available",
"AU-R-000613","Marihuana Retailer - License","Green Eden, LLC","7215 S Westnedge AVE, Portage MI 49002","03/29/2026","Active",,,
"AU-R-000611","Marihuana Retailer - License","Star Budz","11401 N SAGINAW ST, MOUNT MORRIS MI 48458","08/25/2026","Active","Home Delivery - Approved","Public Documents Available",
"AU-R-000614","Marihuana Retailer - License","Gage Cannabis Company","3825 Stadium DR, Kalamazoo MI 49008","06/04/2026","Active","Home Delivery - Approved","Public Documents Available",
"AU-R-000599","Marihuana Retailer - License","Space Cadet Cannabis","14111 White Creek Ave. NE Suite H, Cedar Springs MI 49319","12/16/2025","Active","Home Delivery - Approved",,
"AU-R-000615","Marihuana Retailer - License","Lume Cannabis Co.","15391 S Dixie HWY, Monroe MI 48161","11/27/2026","Active","Home Delivery - Approved",,
"AU-R-000577","Marihuana Retailer - License","High Profile Boutique Cannabis","4037 S Westnedge AVE, Kalamazoo MI 49008","02/10/2026","Active",,,
"AU-R-000578","Marihuana Retailer - License","High Profile Boutique Cannabis","1265 E Laketon AVE, Muskegon MI 49442","02/10/2026","Active",,,
"AU-R-000588","Marihuana Retailer - License","LivWell Enlightened Health","123 E State ST, Cheboygan MI 49721","12/14/2026","Active","Home Delivery - Approved",,
"AU-R-000602","Marihuana Retailer - License","Timber Cannabis Co.","105 Perry AVE, Big Rapids MI 49307","09/17/2026","Active","Home Delivery - Approved",,
"AU-R-000604","Marihuana Retailer - License","The Fire Station Cannabis Co.","2500 Ashmun ST Suite C, Sault Sainte Marie MI 49783","12/17/2026","Active",,,
"AU-R-000585","Marihuana Retailer - License","Quest Cannabis","8475 Main ST Suite B, Whitmore Lake MI 48189","12/13/2026","Active","Home Delivery - Approved","Public Documents Available",
"AU-R-000598","Marihuana Retailer - License","Gatsby Cannabis Co","2401 E Milham, Portage MI 49002","12/09/2022","License Void",,,
"AU-R-000608","Marihuana Retailer - License","STIIIZY","5303 Portage RD, Kalamazoo MI 49002","11/03/2026","Active",,,
"AU-R-000570","Marihuana Retailer - License","High Level Health","800 Broadway ST, Bay City MI 48708","02/07/2026","Active",,"Public Documents Available",
"AU-R-000573","Marihuana Retailer - License","Nature's ReLeaf Grand Rapids","666 Leonard St NW, Grand Rapids MI 49504","12/01/2026","Active",,,
"AU-R-000576","Marihuana Retailer - License","High Profile Boutique Cannabis","1148 Leonard NW ST, Grand Rapids MI 49504","02/10/2026","Active","Home Delivery - Approved",,
"AU-R-000566","Marihuana Retailer - License","High Society 1","804 Clark ST, Big Rapids MI 49307","11/24/2026","Active","Home Delivery - Approved","Public Documents Available",
"AU-R-000562","Marihuana Retailer - License","Stadium Ventures, Inc.","2460 W Stadium BLVD, Ann Arbor MI 48103","11/24/2025","License Void","Home Delivery - Approved",,
"AU-R-000568","Marihuana Retailer - License","Smoke Society Bay City","3697 Wilder RD, Bay City MI 48706","11/23/2025","License Void",,,
"AU-R-000600","Marihuana Retailer - License","Jailhouse Cannabis Co.","101 E State ST, Mancelona MI 49659","11/23/2026","Active",,,
"AU-R-000589","Marihuana Retailer - License","O'Leans","776 N Mill ST, Northport MI 49670","11/23/2026","Active","Home Delivery - Approved",,
"AU-R-000590","Marihuana Retailer - License","Top Tree Provisioning","4365 F-41 ST, Oscoda MI 48750","11/22/2022","License Void",,,
"AU-R-000581","Marihuana Retailer - License","NAR Monroe","14733 S Telegraph RD, Monroe Township MI 48161","11/19/2026","Active",,"Public Documents Available",
"AU-R-000569","Marihuana Retailer - License","Information Entropy I(x4)","202 Miller AVE, Ann Arbor MI 48104","11/19/2025","License Void",,,
"AU-R-000583","Marihuana Retailer - License","Nature's Remedy Cannabis","925 E Drayton ST, Ferndale MI 48220","11/18/2026","Active","Home Delivery - Approved","Public Documents Available",
"AU-R-000563","Marihuana Retailer - License","JARS Cannabis","709 East Columbia AVE, Battle Creek MI 49014","08/07/2025","License Void","Home Delivery - Approved",,
"AU-R-000596","Marihuana Retailer - License","URB","14515 Laplaisance RD, Monroe MI 48161","11/17/2026","Active",,"Public Documents Available",
"AU-R-000586","Marihuana Retailer - License","DNVK 1 LLC","919 Marshall ST, Allegan MI 49010","11/16/2022","License Void",,,
"AU-R-000591","Marihuana Retailer - License","House of Dank Saginaw","3054 E Holland RD, Saginaw MI 48601","11/12/2026","Active","Home Delivery - Approved",,
"AU-R-000584","Marihuana Retailer - License","PURE NB","51543 Industrial DR, New Baltimore MI 48047","11/10/2026","Active","Home Delivery - Approved","Public Documents Available",
"AU-R-000592","Marihuana Retailer - License","Lume Cannabis Co.","907 E Broomfield ST, Mt. Pleasant MI 48858","11/27/2026","Active","Home Delivery - Approved",,
"AU-R-000582","Marihuana Retailer - License","Iconic Wellness & Provisioning Center","810 Broadus ST, Sturgis MI 49091","11/08/2024","License Void",,,
"AU-R-000574","Marihuana Retailer - License","The Grassy Knoll","2125 Lemuel ST, Muskegon MI 49444","11/08/2022","License Void",,,
"AU-R-000575","Marihuana Retailer - License","CHO","75 N Bridge ST, Saranac MI 48881","11/08/2026","Active","Home Delivery - Approved",,
"AU-R-000545","Marihuana Retailer - License","GREEN LIGHT DISTRICT. THETFORD","9030 North Saginaw RD Suite 5, Mount Morris MI 48458","11/08/2023","License Void",,,
"AU-R-000593","Marihuana Retailer - License","Heritage Provisioning","1864 US-23, East Tawas MI 48730","11/17/2024","License Void","Home Delivery - Approved","Public Documents Available",
"AU-R-000587","Marihuana Retailer - License","STIIIZY","642 E 9 Mile RD, Ferndale MI 48220","11/03/2026","Active",,,
"AU-R-000552","Marihuana Retailer - License","FIRST CLASS CANNABIS CO.","107 N Main ST, Camden MI 49232","11/02/2026","Active",,"Public Documents Available",
"AU-R-000556","Marihuana Retailer - License","Cloud Cannabis Kalamazoo","521 East Mosel AVE Suite A, Kalamazoo MI 49004","05/05/2024","License Void","Home Delivery - Approved",,
"AU-R-000572","Marihuana Retailer - License","Dunegrass Co.","7803 Crystal DR, Beulah MI 49617","08/14/2026","Active","Home Delivery - Approved",,
"AU-R-000554","Marihuana Retailer - License","Torch Cannabis Co","7957 State ST, Central Lake MI 49622","10/25/2026","Active","Home Delivery - Approved",,
"AU-R-000565","Marihuana Retailer - License","Lume Cannabis Co.","1116 E State ST, Cheboygan MI 49721","11/27/2022","License Void",,,
"AU-R-000559","Marihuana Retailer - License","Great Lakes Natural Remedies","3465 Sheridan AVE, Saginaw MI 48601","02/12/2023","License Void","Home Delivery - Approved",,
"AU-R-000571","Marihuana Retailer - License","White Flower Cannabis Company","39530 W Red Arrow HWY, Paw Paw MI 49079","07/29/2024","License Void","Home Delivery - Approved","Public Documents Available",
"AU-R-000551","Marihuana Retailer - License","Elite Cannabis","3389 S Huron RD Suite 3, Bay City MI 48706","10/20/2025","Active","Home Delivery - Approved","Public Documents Available",
"AU-R-000539","Marihuana Retailer - License","KAI - Apple","3737 E. Apple AVE, Muskegon MI 49442","10/11/2024","License Void",,,
"AU-R-000561","Marihuana Retailer - License","Olswell Cannabis Co.","1465 W Beecher ST, Adrian MI 49221","10/11/2026","Active",,,
"AU-R-000548","Marihuana Retailer - License","The Green Door Allegan, Inc.","500 Linn ST, Allegan MI 49010","10/11/2025","License Void",,,
"AU-R-000549","Marihuana Retailer - License","Pinnacle Emporium","421 S Main ST, Camden MI 49232","12/23/2025","Active",,"Public Documents Available",
"AU-R-000558","Marihuana Retailer - License","Herbology Cannabis Co Coldwater","880 E CHICAGO ST, COLDWATER MI 49036","02/07/2026","Active","Home Delivery - Approved","Public Documents Available",
"AU-R-000540","Marihuana Retailer - License","THE FIRE STATION WELLNESS CENTER","9148 N Dort HWY, Mt. Morris MI 48458","10/08/2022","License Void",,,
"AU-R-000546","Marihuana Retailer - License","The Twisted Sista, LLC","403 S Main ST, Crystal MI 48818","10/07/2023","License Void",,"Public Documents Available",
"AU-R-000553","Marihuana Retailer - License","Higher Love","46479 US 41 HWY, Houghton MI 49931","02/01/2026","Active",,,
"AU-R-000547","Marihuana Retailer - License","Premier Saginaw III","910 E. Genesee AVE, Saginaw MI 48607","07/29/2026","Active","Home Delivery - Approved","Public Documents Available",
"AU-R-000557","Marihuana Retailer - License","Nirvana Center","710 E Chicago ST, Coldwater MI 49036","03/12/2026","Active","Home Delivery - Approved","Public documents available",
"AU-R-000524","Marihuana Retailer - License","Puff","11397 W Jefferson AVE, River Rouge MI 48218","09/29/2026","Active",,"Public Documents Available",
"AU-R-000543","Marihuana Retailer - License","Lume Cannabis Co.","5666 W US-2, Manistique MI 49854","02/24/2026","Active","Home Delivery - Approved",,
"AU-R-000531","Marihuana Retailer - License","Bloom City Club","2773 S Centerville RD, Sturgis MI 49091","12/17/2026","Active","Home Delivery - Approved",,
