record_number,record_type,business_name,address,expiration_date,status,notes,disciplinary_action,Unnamed: 8,program_type,license_category,license_class,source_file,home_delivery,latitude,longitude,geocode_status,geocode_precision,geocode_source
AU-R-000696,Marihuana Retailer - License,Dutch Delight,"2426 E Huron RD, Au Gres MI 48703",04/25/2026,Active,,,,AU,Retailer,,AU - Retailer.csv,,44.0482673,-83.6953427,success,address,nominatim
AU-R-000707,Marihuana Retailer - License,Cloud Cannabis New Baltimore,"35269 Cricklewood BLVD, New Baltimore MI 48047",04/19/2024,License Void,Home Delivery - Approved,Public Docyments Available,,AU,Retailer,,AU - Retailer.csv,,42.6778577,-82.7515105,success,address,nominatim
AU-R-000701,Marihuana Retailer - License,The Armory of Sturgis,"1103 North Centerville RD, Sturgis MI 49091",04/19/2023,License Void,,,,AU,Retailer,,AU - Retailer.csv,,41.8096792014639,-85.42839801153184,success,address,photon
AU-R-000704,Marihuana Retailer - License,Spark Cannabis Company,"1345 Prospect AVE, Caro MI 48723",04/18/2026,Active,Home Delivery - Approved.,,,AU,Retailer,,AU - Retailer.csv,,43.4716134,-83.4157921,success,address,nominatim
AU-R-000694,Marihuana Retailer - License,Sapura,"355 S Willowbrook RD Suite F, Coldwater MI 49036",04/18/2026,Active,,Public Documents Available,,AU,Retailer,,AU - Retailer.csv,,41.934785387448,-84.969760023509,success,address,arcgis
AU-R-000684,Marihuana Retailer - License,Cedar Springs Cannabis Company,"10 S Main ST, CEDAR SPRINGS MI 49319",04/15/2025,License Void,Home Delivery - Approved,,,AU,Retailer,,AU - Retailer.csv,,43.2234045,-85.551066,success,address,nominatim
AU-R-000698,Marihuana Retailer - License,LightSky Farms Burton,"3055 E Bristol RD, Burton MI 48529",04/14/2026,Active,,Public Documents Available,,AU,Retailer,,AU - Retailer.csv,,42.9748297,-83.6510975,success,address,nominatim
AU-R-000697,Marihuana Retailer - License,Neighborhood Provisions,"909 W Washington AVE, Alpena MI 49707",04/14/2026,Active,Home Delivery - Approved,,,AU,Retailer,,AU - Retailer.csv,,45.0620124,-83.4527769,success,address,nominatim
AU-R-000691,Marihuana Retailer - License,LIV CANNABIS,"453 S Broadway ST, Lake Orion MI 48362",04/13/2026,Active,Home Delivery - Approved,Public Documents Available,,AU,Retailer,,AU - Retailer.csv,,42.777131,-83.2388052,success,address,nominatim
AU-R-000690,Marihuana Retailer - License,Iconic Wellness & Provisioning Center,"126 S West SE AVE, Lowell MI 49331",11/08/2023,License Void,,,,AU,Retailer,,AU - Retailer.csv,,42.92072254710233,-85.33650425341555,success,address,photon
AU-R-000695,Marihuana Retailer - License,Lume Cannabis Co.,"595 S Glaspie ST, Oxford MI 48371",11/27/2026,Active,Home Delivery - Approved,,,AU,Retailer,,AU - Retailer.csv,,42.8195574,-83.2567946,success,address,nominatim
AU-R-000671,Marihuana Retailer - License,Green Arrow/Gaylord,"1354 West Main ST, Gaylord MI 49735",09/25/2023,License Void,,,,AU,Retailer,,AU - Retailer.csv,,45.0281162,-84.6961747,success,address,nominatim
AU-R-000685,Marihuana Retailer - License,Rair,"104 N Drake RD, Kalamazoo MI 49009",03/11/2024,License Void,Home Delivery - Approved,Public Documents Available,,AU,Retailer,,AU - Retailer.csv,,42.2932803,-85.6480569,success,address,nominatim
AU-R-000675,Marihuana Retailer - License,"Highway 420 Holdings, LLC","3769 W Michigan AVE, Battle Creek MI 49037",04/04/2025,License Void,,,,AU,Retailer,,AU - Retailer.csv,,42.3505042,-85.2495452,success,address,nominatim
AU-R-000692,Marihuana Retailer - License,LivWell Enlightened Health,"759 W Spruce ST, Sault Ste. Marie MI 49783",04/04/2026,Active,Home Delivery - Approved,,,AU,Retailer,,AU - Retailer.csv,,46.498712,-84.362992,success,address,nominatim
AU-R-000686,Marihuana Retailer - License,The Fire Station Cannabis Co.,"229 N 4th AVE Suite B, Iron River MI 49935",12/17/2026,Active,,,,AU,Retailer,,AU - Retailer.csv,,46.09029385,-88.6432299,success,address,photon
AU-R-000655,Marihuana Retailer - License,Levels of Big Rapids,"1709 S. State ST, Big Rapids MI 49307",03/22/2024,License Void,,,,AU,Retailer,,AU - Retailer.csv,,43.67866,-85.483178,success,address,nominatim
AU-R-000683,Marihuana Retailer - License,JARs Cannabis,"901 W Main ST, Owosso MI 48867",03/31/2024,License Void,Home Delivery - Approved,,,AU,Retailer,,AU - Retailer.csv,,42.9975727,-84.182294,success,address,nominatim
AU-R-000677,Marihuana Retailer - License,Dunegrass Co.,"2678 S Otsego AVE Suite B, Gaylord MI 49735",08/14/2025,License Void,Home Delivery - Approved,,,AU,Retailer,,AU - Retailer.csv,,44.9926258,-84.6778786,success,address,photon
AU-R-000669,Marihuana Retailer - License,Greenways Provisioning Center,"1221 M-30 HWY, Beaverton MI 48612",03/29/2026,Active,,Public Documents Available,,AU,Retailer,,AU - Retailer.csv,,43.8773451,-84.37116255595464,success,address,photon
AU-R-000664,Marihuana Retailer - License,Inspire Canna CO - Oscoda,"4705 F-41, Oscoda MI 48750",03/29/2024,License Void,,,,AU,Retailer,,AU - Retailer.csv,,44.4364227,-83.3328867,success,address,nominatim
AU-R-000672,Marihuana Retailer - License,Lume Cannabis Co.,"499 Dickerson RD, Gaylord MI 49735",11/27/2026,Active,,Public Documents Available,,AU,Retailer,,AU - Retailer.csv,,45.0227693,-84.687298,success,address,nominatim
AU-R-000678,Marihuana Retailer - License,JARS Cannabis,"2790 Blue Star HWY, Fennville MI 49408",08/07/2026,Active,,,,AU,Retailer,,AU - Retailer.csv,,42.620881168461,-86.212358477624,success,address,arcgis
AU-R-000673,Marihuana Retailer - License,Urban Gardens,"617 Portage ST, kalamazoo MI 49007",02/19/2026,Active,,,,AU,Retailer,,AU - Retailer.csv,,42.2856365,-85.5749759,success,address,nominatim
AU-R-000659,Marihuana Retailer - License,Liv Cannabis,"2625 Hilton RD Suite 100, Ferndale MI 48220",03/24/2026,Active,Home Delivery - Approved,,,AU,Retailer,,AU - Retailer.csv,,42.4675474,-83.1236124,success,address,nominatim
AU-R-000676,Marihuana Retailer - License,The Stone 40,"52560 M40 N HWY, Marcellus MI 49067",03/21/2026,License Void,,Public Documents Available,,AU,Retailer,,AU - Retailer.csv,,42.033688995072,-85.825739002705,success,address,arcgis
AU-R-000674,Marihuana Retailer - License,Stay Lifted,"1291 Falahee RD, Jackson MI 49203",03/17/2026,Active,,,,AU,Retailer,,AU - Retailer.csv,,42.2259424,-84.3462464,success,address,nominatim
AU-R-000665,Marihuana Retailer - License,"The WellFlower Ypsilanti, LLC","1820 Washtenaw AVE, Ypsilanti MI 48197",03/11/2026,Active,,Public Documents Available,,AU,Retailer,,AU - Retailer.csv,,42.2480032,-83.6422342,success,address,nominatim
AU-R-000657,Marihuana Retailer - License,JARS Cannabis,"26700 Liberal ST Suite 1, Center Line MI 48015",08/07/2025,License Void,Home Delivery - Approved,Public Documents Available,,AU,Retailer,,AU - Retailer.csv,,42.4898078,-83.03378097644935,success,address,photon
AU-R-000647,Marihuana Retailer - License,Courtside Gardens,"1321 Court ST, Saginaw MI 48602",02/19/2026,Active,,,,AU,Retailer,,AU - Retailer.csv,,43.4224593,-83.9710978,success,address,nominatim
AU-R-000650,Marihuana Retailer - License,New Standard Whitehall,"812 East Colby ST Unit A, Whitehall MI 49461",01/08/2025,License Void,Home Delivery - Approved,Public Documents Available,,AU,Retailer,,AU - Retailer.csv,,43.41013355,-86.335409856605,success,address,photon
AU-R-000670,Marihuana Retailer - License,Cloud Cannabis Company,"710 Edelweiss Village PKWY, Gaylord MI 49735",06/22/2023,License Void,Home Delivery - Approved,Public Documents Available,,AU,Retailer,,AU - Retailer.csv,,45.0256285,-84.6940921,success,address,nominatim
AU-R-000658,Marihuana Retailer - License,Levels of Lansing,"5508 S Cedar ST, Lansing MI 48911",03/04/2026,License Void,,Public Documents Available,,AU,Retailer,,AU - Retailer.csv,,42.6775091,-84.5480171,success,address,nominatim
AU-R-000666,Marihuana Retailer - License,LIV Cannabis,"6285 S Martin Luther King Jr. BLVD, Lansing MI 48911",03/03/2026,Active,Home Delivery - Approved,,,AU,Retailer,,AU - Retailer.csv,,42.6669204,-84.5859385,success,address,nominatim
AU-R-000662,Marihuana Retailer - License,Prosper Cannabis Company,"621 Industrial DR, Constantine MI 49042",03/03/2026,Active,Home Delivery - Approved,Public Documents Available,,AU,Retailer,,AU - Retailer.csv,,41.8356541,-85.6555881,success,address,nominatim
AU-R-000648,Marihuana Retailer - License,The Dime Shop,"1525 Broadway ST, Bay City MI 48708",03/01/2026,Active,Home Delivery - Approved,,,AU,Retailer,,AU - Retailer.csv,,43.5724896,-83.8935812,success,address,nominatim
AU-R-000661,Marihuana Retailer - License,Rush Cannaco,"24733 John R RD, Hazel Park MI 48030",02/28/2026,Active,Home Delivery - Approved,Public Documents Available,,AU,Retailer,,AU - Retailer.csv,,42.4744911,-83.104764,success,address,nominatim
AU-R-000656,Marihuana Retailer - License,Crave Cannabis,"1100 S Monroe ST, Monroe MI 48161",02/24/2026,Active,Home Delivery - Approved,Public Documents Available,,AU,Retailer,,AU - Retailer.csv,,41.907304,-83.405526,success,address,nominatim
AU-R-000653,Marihuana Retailer - License,Endo,"307 E Beecher ST, Adrian MI 49221",11/03/2026,Active,,Public Documents Available,,AU,Retailer,,AU - Retailer.csv,,41.8896491,-84.0334055,success,address,nominatim
AU-R-000643,Marihuana Retailer - License,Herbal Solutions,"124 W. Michigan AVE, Ypsilanti MI 48197",02/24/2026,Active,Home Delivery - Approved,Public Documents Available,,AU,Retailer,,AU - Retailer.csv,,42.2358643,-83.6289326,success,address,nominatim
AU-R-000626,Marihuana Retailer - License,The Grove Cannabis Co.,"26352 Lawrence AVE, Center Line MI 48015",02/24/2025,Active,,Public Documents Available,,AU,Retailer,,AU - Retailer.csv,,42.4872537,-83.0323922,success,address,nominatim
AU-R-000644,Marihuana Retailer - License,"The Green Door Burr Oak, Inc.","253 S. Third ST, Burr Oak MI 49030",02/23/2023,License Void,,,,AU,Retailer,,AU - Retailer.csv,,41.859317,-85.35079869594921,success,address,photon
AU-R-000645,Marihuana Retailer - License,EZ Medz,"9359 N Dort HWY, Mt. Morris MI 48458",02/23/2025,License Void,Home Delivery - Approved,Public Documents Available,,AU,Retailer,,AU - Retailer.csv,,43.143518982988,-83.689708962892,success,address,arcgis
AU-R-000636,Marihuana Retailer - License,Pegasus,"4100 Ann Arbor RD, Jackson MI 49202",08/17/2026,Active,,,,AU,Retailer,,AU - Retailer.csv,,42.2619959,-84.340979,success,address,nominatim
AU-R-000652,Marihuana Retailer - License,Stoned Goat Cannabis Co.,"4682 Hudson RD, Osseo MI 49266",02/18/2026,Active,,,,AU,Retailer,,AU - Retailer.csv,,41.8849945,-84.5612217,success,address,nominatim
AU-R-000654,Marihuana Retailer - License,Emerald Fire Provisioning Center,"4980 N Dickenson RD Suite 420, Coleman MI 48618",02/17/2026,Active,,,,AU,Retailer,,AU - Retailer.csv,,43.756020313015,-84.595963100249,success,address,arcgis
AU-R-000663,Marihuana Retailer - License,Puff Oscoda,"635 S State ST, Oscoda MI 48750",02/16/2026,Active,Home Delivery - Approved,,,AU,Retailer,,AU - Retailer.csv,,44.420295,-83.3303057,success,address,nominatim
AU-R-000629,Marihuana Retailer - License,Best Buds,"2617 East Michigan AVE, Lansing MI 48912",02/15/2024,License Void,,,,AU,Retailer,,AU - Retailer.csv,,42.7335808,-84.5258924,success,address,nominatim
AU-R-000649,Marihuana Retailer - License,Higher Love,"824 E Cloverland DR, Ironwood MI 49938",02/01/2026,Active,,,,AU,Retailer,,AU - Retailer.csv,,,,out_of_bounds,failed,
AU-R-000660,Marihuana Retailer - License,The Fire Station Cannabis Co.,"404 E M28 HWY, Munising MI 49862",12/17/2026,Active,,,,AU,Retailer,,AU - Retailer.csv,,46.4068571,-86.65125838840929,success,address,photon
AU-R-000622,Marihuana Retailer - License,Smilez of Burton,"4186 Davison RD, Burton MI 48509",02/09/2026,Active,Home Delivery - Approved,,,AU,Retailer,,AU - Retailer.csv,,43.0330693,-83.628638,success,address,nominatim
AU-R-000619,Marihuana Retailer - License,Skymint,"2345 E Apple AVE, Muskegon MI 49442",11/27/2026,Active,,,,AU,Retailer,,AU - Retailer.csv,,43.2341331,-86.1855939,success,address,nominatim
AU-R-000620,Marihuana Retailer - License,Skymint,"3630 Gull RD, Kalamazoo MI 49048",11/27/2026,Active,,,,AU,Retailer,,AU - Retailer.csv,,42.3168086,-85.5356265,success,address,nominatim
AU-R-000631,Marihuana Retailer - License,Herbana Lansing,"2001 W Saginaw ST, Lansing MI 48915",02/25/2023,License Void,,,,AU,Retailer,,AU - Retailer.csv,,42.740967,-84.578749,success,address,nominatim
AU-R-000617,Marihuana Retailer - License,Bodega Michigan,"885 E Apple AVE, Muskegon MI 49442",01/26/2026,Active,,,,AU,Retailer,,AU - Retailer.csv,,43.2340806,-86.2221099,success,address,nominatim
AU-R-000635,Marihuana Retailer - License,Mint Cannabis,"760 S Telegraph Rd., Monroe Township MI 48161",09/25/2026,Active,,,,AU,Retailer,,AU - Retailer.csv,,41.8830999,-83.4399075,success,address,nominatim
AU-R-000641,Marihuana Retailer - License,Motor City Oasis LLC,"18 Enterprise DR, Vassar MI 48768",01/25/2025,License Void,,,,AU,Retailer,,AU - Retailer.csv,,43.3681097,-83.5636721,success,address,nominatim
AU-R-000638,Marihuana Retailer - License,Pleasantrees Cannabis Company,"1504 John A. Papalas DR, Lincoln Park MI 48146",02/19/2026,Active,,,,AU,Retailer,,AU - Retailer.csv,,42.2590655,-83.1807202,success,address,nominatim
AU-R-000637,Marihuana Retailer - License,Timber Cannabis Co.,"618 N Centerville ST, Sturgis MI 49091",09/17/2026,Active,Home Delivery - Approved,,,AU,Retailer,,AU - Retailer.csv,,41.8048699,-85.4285063,success,address,nominatim
AU-R-000624,Marihuana Retailer - License,Green Pharm,"812 E 9 Mile RD, Hazel Park MI 48030",08/27/2026,Active,Home Delivery - Approved,Public Documents Available,,AU,Retailer,,AU - Retailer.csv,,42.4613726,-83.0973295,success,address,nominatim
AU-R-000628,Marihuana Retailer - License,KKind Big Rapids,"910 S. State ST, Big Rapids MI 49307",05/05/2023,License Void,Home Delivery - Approved,,,AU,Retailer,,AU - Retailer.csv,,43.6872843,-85.483827,success,address,nominatim
AU-R-000610,Marihuana Retailer - License,Jade Collection of Morenci,"1098 E Main ST, Morenci MI 49256",11/16/2026,Active,,,,AU,Retailer,,AU - Retailer.csv,,41.717713,-84.202666,success,address,nominatim
AU-R-000605,Marihuana Retailer - License,"Redbud Roots Lab X, Inc.","225 South Michigan AVE, Big Rapids MI 49307",01/20/2023,License Void,,,,AU,Retailer,,AU - Retailer.csv,,43.696639,-85.4818218,success,address,nominatim
AU-R-000633,Marihuana Retailer - License,"Quality Roots, Inc.","1121 S Monroe ST, Monroe MI 48161",05/11/2026,Active,,Public Documents Available,,AU,Retailer,,AU - Retailer.csv,,41.9059022,-83.4061319,success,address,nominatim
AU-R-000627,Marihuana Retailer - License,Ounces,"811 Broadus ST Suite 100, Sturgis MI 49091",01/18/2024,License Void,,,,AU,Retailer,,AU - Retailer.csv,,41.807362312361,-85.432511235323,success,address,arcgis
AU-R-000595,Marihuana Retailer - License,Planted Provisioning,"1960 W Hemphill RD, Flint MI 48507",01/18/2026,Active,,,,AU,Retailer,,AU - Retailer.csv,,42.9811059,-83.7118131,success,address,nominatim
AU-R-000640,Marihuana Retailer - License,Nature's Medicines,"703 E Columbia AVE, Battle Creek MI 49014",01/13/2026,Active,,Public Documents Available,,AU,Retailer,,AU - Retailer.csv,,42.298901,-85.176416,success,address,nominatim
AU-R-000609,Marihuana Retailer - License,Great Lakes Exotics Cannabis Co.,"1779 US-23, East Tawas MI 48730",01/13/2026,Active,,Public Documents Available,,AU,Retailer,,AU - Retailer.csv,,44.2817064,-83.475884,success,address,nominatim
AU-R-000618,Marihuana Retailer - License,Michiganja,"40 North Main ST Suite 1, Cedar Springs MI 49319",12/30/2023,License Void,Home Delivery - Approved,,,AU,Retailer,,AU - Retailer.csv,,43.22292595,-85.55089970018842,success,address,photon
AU-R-000632,Marihuana Retailer - License,High Fidelity,"897 North AVE, Battle Creek MI 49017",01/06/2023,License Void,,,,AU,Retailer,,AU - Retailer.csv,,42.3529671,-85.1895544,success,address,nominatim
AU-R-000625,Marihuana Retailer - License,New Standard Saugatuck,"6406 Blue Star HWY, Saugatuck MI 49453",01/03/2026,Active,Home Delivery - Approved,,,AU,Retailer,,AU - Retailer.csv,,42.650331,-86.1942719,success,address,nominatim
AU-R-000623,Marihuana Retailer - License,Lume Cannabis Co.,"1207 N Mission ST, Mt. Pleasant MI 48858",11/27/2026,Active,,,,AU,Retailer,,AU - Retailer.csv,,43.608151,-84.7677137,success,address,nominatim
AU-R-000607,Marihuana Retailer - License,Pure Roots,"26673 Lawrence AVE, Center Line MI 48015",05/14/2025,License Void,Home Delivery - Approved,Public Documents Available,,AU,Retailer,,AU - Retailer.csv,,42.4892317,-83.0326896,success,address,nominatim
AU-R-000606,Marihuana Retailer - License,Lume Cannabis Co.,"1520 US 131 HWY, Petoskey MI 49770",02/24/2026,Active,Home Delivery - Approved,Public Documents Available,,AU,Retailer,,AU - Retailer.csv,,45.3707153,-84.93692542534498,success,address,photon
AU-R-000616,Marihuana Retailer - License,STICKY YPSI,"1070 N Huron River DR, Ypsilanti MI 48197",06/25/2025,License Void,,,,AU,Retailer,,AU - Retailer.csv,,42.2563113,-83.630734,success,address,nominatim
AU-R-000621,Marihuana Retailer - License,Skymint,"700 W Gratiot AVE, Saginaw MI 48602",11/27/2026,Active,Home Delivery - Approved.,Public Documents Available,,AU,Retailer,,AU - Retailer.csv,,43.4149689,-83.9702565,success,address,nominatim
AU-R-000603,Marihuana Retailer - License,Bud Brothers Provisioning,"3392 S Huron RD, Bay City MI 48706",12/27/2025,License Void,Home Delivery - Approved,Public Documents Available,,AU,Retailer,,AU - Retailer.csv,,43.8515766,-83.9659811,success,address,nominatim
AU-R-000601,Marihuana Retailer - License,Gage Cannabis Company,"2712 Portage ST, Kalamazoo MI 49001",06/02/2026,Active,,Public Documents Available,,AU,Retailer,,AU - Retailer.csv,,42.2633562,-85.5690641,success,address,nominatim
AU-R-000613,Marihuana Retailer - License,"Green Eden, LLC","7215 S Westnedge AVE, Portage MI 49002",03/29/2026,Active,,,,AU,Retailer,,AU - Retailer.csv,,42.2123285,-85.5893114,success,address,nominatim
AU-R-000611,Marihuana Retailer - License,Star Budz,"11401 N SAGINAW ST, MOUNT MORRIS MI 48458",08/25/2026,Active,Home Delivery - Approved,Public Documents Available,,AU,Retailer,,AU - Retailer.csv,,43.115432,-83.69451,success,address,nominatim
AU-R-000614,Marihuana Retailer - License,Gage Cannabis Company,"3825 Stadium DR, Kalamazoo MI 49008",06/04/2026,Active,Home Delivery - Approved,Public Documents Available,,AU,Retailer,,AU - Retailer.csv,,42.2710345,-85.6367848,success,address,nominatim
AU-R-000599,Marihuana Retailer - License,Space Cadet Cannabis,"14111 White Creek Ave. NE Suite H, Cedar Springs MI 49319",12/16/2025,Active,Home Delivery - Approved,,,AU,Retailer,,AU - Retailer.csv,,43.2171855,-85.57183565954293,success,address,photon
AU-R-000615,Marihuana Retailer - License,Lume Cannabis Co.,"15391 S Dixie HWY, Monroe MI 48161",11/27/2026,Active,Home Delivery - Approved,,,AU,Retailer,,AU - Retailer.csv,,41.8958741,-83.415003,success,address,nominatim
AU-R-000577,Marihuana Retailer - License,High Profile Boutique Cannabis,"4037 S Westnedge AVE, Kalamazoo MI 49008",02/10/2026,Active,,,,AU,Retailer,,AU - Retailer.csv,,42.2504649,-85.5895566,success,address,nominatim
AU-R-000578,Marihuana Retailer - License,High Profile Boutique Cannabis,"1265 E Laketon AVE, Muskegon MI 49442",02/10/2026,Active,,,,AU,Retailer,,AU - Retailer.csv,,43.2190033,-86.2129464,success,address,nominatim
AU-R-000588,Marihuana Retailer - License,LivWell Enlightened Health,"123 E State ST, Cheboygan MI 49721",12/14/2026,Active,Home Delivery - Approved,,,AU,Retailer,,AU - Retailer.csv,,45.6456315,-84.4715664,success,address,nominatim
AU-R-000602,Marihuana Retailer - License,Timber Cannabis Co.,"105 Perry AVE, Big Rapids MI 49307",09/17/2026,Active,Home Delivery - Approved,,,AU,Retailer,,AU - Retailer.csv,,43.6875066,-85.4839378,success,address,nominatim
AU-R-000604,Marihuana Retailer - License,The Fire Station Cannabis Co.,"2500 Ashmun ST Suite C, Sault Sainte Marie MI 49783",12/17/2026,Active,,,,AU,Retailer,,AU - Retailer.csv,,46.4976734,-84.3476583,success,address,photon
AU-R-000585,Marihuana Retailer - License,Quest Cannabis,"8475 Main ST Suite B, Whitmore Lake MI 48189",12/13/2026,Active,Home Delivery - Approved,Public Documents Available,,AU,Retailer,,AU - Retailer.csv,,42.43048275,-83.76349042509398,success,address,photon
AU-R-000598,Marihuana Retailer - License,Gatsby Cannabis Co,"2401 E Milham, Portage MI 49002",12/09/2022,License Void,,,,AU,Retailer,,AU - Retailer.csv,,42.2301071,-85.5565381,success,address,nominatim
AU-R-000608,Marihuana Retailer - License,STIIIZY,"5303 Portage RD, Kalamazoo MI 49002",11/03/2026,Active,,,,AU,Retailer,,AU - Retailer.csv,,42.2398515,-85.5596105,success,address,nominatim
AU-R-000570,Marihuana Retailer - License,High Level Health,"800 Broadway ST, Bay City MI 48708",02/07/2026,Active,,Public Documents Available,,AU,Retailer,,AU - Retailer.csv,,43.579503,-83.893648,success,address,nominatim
AU-R-000573,Marihuana Retailer - License,Nature's ReLeaf Grand Rapids,"666 Leonard St NW, Grand Rapids MI 49504",12/01/2026,Active,,,,AU,Retailer,,AU - Retailer.csv,,42.9850537,-85.6850535,success,address,nominatim
AU-R-000576,Marihuana Retailer - License,High Profile Boutique Cannabis,"1148 Leonard NW ST, Grand Rapids MI 49504",02/10/2026,Active,Home Delivery - Approved,,,AU,Retailer,,AU - Retailer.csv,,42.9853412,-85.6974194,success,address,nominatim
AU-R-000566,Marihuana Retailer - License,High Society 1,"804 Clark ST, Big Rapids MI 49307",11/24/2026,Active,Home Delivery - Approved,Public Documents Available,,AU,Retailer,,AU - Retailer.csv,,43.6894909,-85.4852511,success,address,nominatim
AU-R-000562,Marihuana Retailer - License,"Stadium Ventures, Inc.","2460 W Stadium BLVD, Ann Arbor MI 48103",11/24/2025,License Void,Home Delivery - Approved,,,AU,Retailer,,AU - Retailer.csv,,42.2790484,-83.7796659,success,address,nominatim
AU-R-000568,Marihuana Retailer - License,Smoke Society Bay City,"3697 Wilder RD, Bay City MI 48706",11/23/2025,License Void,,,,AU,Retailer,,AU - Retailer.csv,,43.623853,-83.9072367,success,address,nominatim
AU-R-000600,Marihuana Retailer - License,Jailhouse Cannabis Co.,"101 E State ST, Mancelona MI 49659",11/23/2026,Active,,,,AU,Retailer,,AU - Retailer.csv,,44.902498,-85.059214,success,address,nominatim
AU-R-000589,Marihuana Retailer - License,O'Leans,"776 N Mill ST, Northport MI 49670",11/23/2026,Active,Home Delivery - Approved,,,AU,Retailer,,AU - Retailer.csv,,45.1835756,-85.56524796238989,success,address,photon
AU-R-000590,Marihuana Retailer - License,Top Tree Provisioning,"4365 F-41 ST, Oscoda MI 48750",11/22/2022,License Void,,,,AU,Retailer,,AU - Retailer.csv,,44.4406798,-83.34151065,success,address,photon
AU-R-000581,Marihuana Retailer - License,NAR Monroe,"14733 S Telegraph RD, Monroe Township MI 48161",11/19/2026,Active,,Public Documents Available,,AU,Retailer,,AU - Retailer.csv,,41.882294,-83.441031,success,address,nominatim
AU-R-000569,Marihuana Retailer - License,Information Entropy I(x4),"202 Miller AVE, Ann Arbor MI 48104",11/19/2025,License Void,,,,AU,Retailer,,AU - Retailer.csv,,42.2833925,-83.7498431,success,address,nominatim
AU-R-000583,Marihuana Retailer - License,Nature's Remedy Cannabis,"925 E Drayton ST, Ferndale MI 48220",11/18/2026,Active,Home Delivery - Approved,Public Documents Available,,AU,Retailer,,AU - Retailer.csv,,42.4668256,-83.1218452,success,address,nominatim
AU-R-000563,Marihuana Retailer - License,JARS Cannabis,"709 East Columbia AVE, Battle Creek MI 49014",08/07/2025,License Void,Home Delivery - Approved,,,AU,Retailer,,AU - Retailer.csv,,42.299355,-85.1758371,success,address,nominatim
AU-R-000596,Marihuana Retailer - License,URB,"14515 Laplaisance RD, Monroe MI 48161",11/17/2026,Active,,Public Documents Available,,AU,Retailer,,AU - Retailer.csv,,41.8925617,-83.3963807,success,address,nominatim
AU-R-000586,Marihuana Retailer - License,DNVK 1 LLC,"919 Marshall ST, Allegan MI 49010",11/16/2022,License Void,,,,AU,Retailer,,AU - Retailer.csv,,42.5169884,-85.8358709,success,address,nominatim
AU-R-000591,Marihuana Retailer - License,House of Dank Saginaw,"3054 E Holland RD, Saginaw MI 48601",11/12/2026,Active,Home Delivery - Approved,,,AU,Retailer,,AU - Retailer.csv,,43.4150021,-83.9049595,success,address,nominatim
AU-R-000584,Marihuana Retailer - License,PURE NB,"51543 Industrial DR, New Baltimore MI 48047",11/10/2026,Active,Home Delivery - Approved,Public Documents Available,,AU,Retailer,,AU - Retailer.csv,,42.6817876,-82.7530419,success,address,nominatim
AU-R-000592,Marihuana Retailer - License,Lume Cannabis Co.,"907 E Broomfield ST, Mt. Pleasant MI 48858",11/27/2026,Active,Home Delivery - Approved,,,AU,Retailer,,AU - Retailer.csv,,43.5826686,-84.7672009,success,address,nominatim
AU-R-000582,Marihuana Retailer - License,Iconic Wellness & Provisioning Center,"810 Broadus ST, Sturgis MI 49091",11/08/2024,License Void,,,,AU,Retailer,,AU - Retailer.csv,,41.8074611,-85.4332683,success,address,nominatim
AU-R-000574,Marihuana Retailer - License,The Grassy Knoll,"2125 Lemuel ST, Muskegon MI 49444",11/08/2022,License Void,,,,AU,Retailer,,AU - Retailer.csv,,43.1959746,-86.2585548,success,address,nominatim
AU-R-000575,Marihuana Retailer - License,CHO,"75 N Bridge ST, Saranac MI 48881",11/08/2026,Active,Home Delivery - Approved,,,AU,Retailer,,AU - Retailer.csv,,42.9285241,-85.2132629,success,address,nominatim
AU-R-000545,Marihuana Retailer - License,GREEN LIGHT DISTRICT. THETFORD,"9030 North Saginaw RD Suite 5, Mount Morris MI 48458",11/08/2023,License Void,,,,AU,Retailer,,AU - Retailer.csv,,43.135315195255,-83.694123040742,success,address,arcgis
AU-R-000593,Marihuana Retailer - License,Heritage Provisioning,"1864 US-23, East Tawas MI 48730",11/17/2024,License Void,Home Delivery - Approved,Public Documents Available,,AU,Retailer,,AU - Retailer.csv,,44.2937817,-83.4394041,success,address,nominatim
AU-R-000587,Marihuana Retailer - License,STIIIZY,"642 E 9 Mile RD, Ferndale MI 48220",11/03/2026,Active,,,,AU,Retailer,,AU - Retailer.csv,,42.460442,-83.1250691,success,address,nominatim
AU-R-000552,Marihuana Retailer - License,FIRST CLASS CANNABIS CO.,"107 N Main ST, Camden MI 49232",11/02/2026,Active,,Public Documents Available,,AU,Retailer,,AU - Retailer.csv,,41.7556376,-84.7574616,success,address,nominatim
AU-R-000556,Marihuana Retailer - License,Cloud Cannabis Kalamazoo,"521 East Mosel AVE Suite A, Kalamazoo MI 49004",05/05/2024,License Void,Home Delivery - Approved,,,AU,Retailer,,AU - Retailer.csv,,42.3185219,-85.5774018,success,address,photon
AU-R-000572,Marihuana Retailer - License,Dunegrass Co.,"7803 Crystal DR, Beulah MI 49617",08/14/2026,Active,Home Delivery - Approved,,,AU,Retailer,,AU - Retailer.csv,,44.6409887,-86.0859181,success,address,nominatim
AU-R-000554,Marihuana Retailer - License,Torch Cannabis Co,"7957 State ST, Central Lake MI 49622",10/25/2026,Active,Home Delivery - Approved,,,AU,Retailer,,AU - Retailer.csv,,45.0701662,-85.2598284,success,address,nominatim
